ID,time,Observation,Observation_simBlq,popPred,indivPredMean,indivPredMode,censored,split,color,filter
39,19,230.31,230.31,9.41765,8.51463,8.48154,0,All,#4682B4,0
40,11,52.06,52.06,3.66351,3.46135,3.48919,0,All,#4682B4,0
40,12,78.57,78.57,4.12295,3.87539,3.9094,0,All,#4682B4,0
40,13,100.28,100.28,4.63991,4.33883,4.3801,0,All,#4682B4,0
40,14,126.9,126.9,5.22094,4.85704,4.90681,0,All,#4682B4,0
40,17,203.55,203.55,7.43817,6.81341,6.89828,0,All,#4682B4,0
40,18,229.95,229.95,8.36956,7.62713,7.72776,0,All,#4682B4,0
40,19,317.81,317.81,9.41765,8.53811,8.65706,0,All,#4682B4,0
41,11,79.35,79.35,3.66351,3.58038,3.54852,0,All,#4682B4,0
41,12,73.23,73.23,4.12295,4.02099,3.98197,0,All,#4682B4,0
41,13,101.94,101.94,4.63991,4.51573,4.46827,0,All,#4682B4,0
41,14,111.47,111.47,5.22094,5.07061,5.01325,0,All,#4682B4,0
41,17,275.86,275.86,7.43817,7.17891,7.08041,0,All,#4682B4,0
41,18,292.22,292.22,8.36956,8.061,7.94394,0,All,#4682B4,0
41,19,359.22,359.22,9.41765,9.05157,8.91289,0,All,#4682B4,0
42,11,107.1,107.1,3.66351,3.69024,3.71423,0,All,#4682B4,0
42,12,99.19,99.19,4.12295,4.15577,4.18526,0,All,#4682B4,0
42,13,163.64,163.64,4.63991,4.67994,4.71592,0,All,#4682B4,0
42,14,149.04,149.04,5.22094,5.26946,5.31311,0,All,#4682B4,0
42,17,296.61,296.61,7.43817,7.52219,7.59792,0,All,#4682B4,0
42,18,510.43,510.43,8.36956,8.4697,8.56002,0,All,#4682B4,0
42,19,403.52,403.52,9.41765,9.53661,9.64398,0,All,#4682B4,0
43,11,0,0,3.66351,3.69379,3.62692,0,All,#4682B4,0
43,12,51.28,51.28,4.12295,4.16014,4.07805,0,All,#4682B4,0
43,13,166.45,166.45,4.63991,4.68527,4.58518,0,All,#4682B4,0
43,14,131.35,131.35,5.22094,5.27592,5.15465,0,All,#4682B4,0
43,17,213.16,213.16,7.43817,7.5334,7.32364,0,All,#4682B4,0
43,18,352.45,352.45,8.36956,8.48307,8.23318,0,All,#4682B4,0
43,19,514.64,514.64,9.41765,9.5525,9.25575,0,All,#4682B4,0
44,11,142.42,142.42,3.66351,3.82532,3.85901,0,All,#4682B4,0
44,12,147.88,147.88,4.12295,4.322,4.36355,0,All,#4682B4,0
44,13,202.34,202.34,4.63991,4.88306,4.93393,0,All,#4682B4,0
44,14,189.33,189.33,5.22094,5.51617,5.57809,0,All,#4682B4,0
44,17,333.92,333.92,7.43817,7.95198,8.06049,0,All,#4682B4,0
44,18,542.24,542.24,8.36956,8.98295,9.11281,0,All,#4682B4,0
44,19,543.19,543.19,9.41765,10.1476,10.3025,0,All,#4682B4,0
45,11,74.21,74.21,3.66351,3.56278,3.51237,0,All,#4682B4,0
45,12,69.76,69.76,4.12295,3.99944,3.93774,0,All,#4682B4,0
45,13,102.46,102.46,4.63991,4.4895,4.41452,0,All,#4682B4,0
45,14,137.15,137.15,5.22094,5.03891,4.94833,0,All,#4682B4,0
45,17,196.7,196.7,7.43817,7.12444,6.96923,0,All,#4682B4,0
45,18,256.49,256.49,8.36956,7.99626,7.81194,0,All,#4682B4,0
45,19,348.97,348.97,9.41765,8.97485,8.75663,0,All,#4682B4,0
46,11,46.49,46.49,3.66351,3.53712,3.48593,0,All,#4682B4,0
46,12,66.25,66.25,4.12295,3.96803,3.90542,0,All,#4682B4,0
46,13,98.22,98.22,4.63991,4.45131,4.37528,0,All,#4682B4,0
46,14,62.38,62.38,5.22094,4.99277,4.90099,0,All,#4682B4,0
46,17,202.95,202.95,7.43817,7.0453,6.88834,0,All,#4682B4,0
46,18,260.8,260.8,8.36956,7.90224,7.71597,0,All,#4682B4,0
46,19,336.37,336.37,9.41765,8.86351,8.64312,0,All,#4682B4,0
47,11,41.5,41.5,3.66351,3.44435,3.42301,0,All,#4682B4,0
47,12,76.5,76.5,4.12295,3.85463,3.82859,0,All,#4682B4,0
47,13,80.22,80.22,4.63991,4.31365,4.28209,0,All,#4682B4,0
47,14,71.35,71.35,5.22094,4.8267,4.78868,0,All,#4682B4,0
47,17,174.07,174.07,7.43817,6.76175,6.69713,0,All,#4682B4,0
47,18,218.51,218.51,8.36956,7.56592,7.48939,0,All,#4682B4,0
47,19,190.31,190.31,9.41765,8.4658,8.37542,0,All,#4682B4,0
48,11,71.77,71.77,3.66351,3.80312,3.76875,0,All,#4682B4,0
48,12,202.71,202.71,4.12295,4.29465,4.25233,0,All,#4682B4,0
48,13,88.7,88.7,4.63991,4.84959,4.79785,0,All,#4682B4,0
48,14,245.32,245.32,5.22094,5.47547,5.41257,0,All,#4682B4,0
48,17,361.87,361.87,7.43817,7.88078,7.77099,0,All,#4682B4,0
48,18,423.96,423.96,8.36956,8.89781,8.76661,0,All,#4682B4,0
48,19,457.06,457.06,9.41765,10.0461,9.8898,0,All,#4682B4,0
49,11,20.83,20.83,3.66351,3.59168,3.59514,0,All,#4682B4,0
49,12,74.54,74.54,4.12295,4.03484,4.03908,0,All,#4682B4,0
49,13,108.72,108.72,4.63991,4.53257,4.53773,0,All,#4682B4,0
49,14,158.14,158.14,5.22094,5.09099,5.09723,0,All,#4682B4,0
49,17,229.71,229.71,7.43817,7.21396,7.2247,0,All,#4682B4,0
49,18,315.37,315.37,8.36956,8.10267,8.11545,0,All,#4682B4,0
49,19,479.75,479.75,9.41765,9.10097,9.11611,0,All,#4682B4,0
50,11,132.85,132.85,3.66351,3.77332,3.75366,0,All,#4682B4,0
50,12,102.33,102.33,4.12295,4.25795,4.23376,0,All,#4682B4,0
50,13,173.62,173.62,4.63991,4.80472,4.77515,0,All,#4682B4,0
50,14,159.16,159.16,5.22094,5.42092,5.385,0,All,#4682B4,0
50,17,338.03,338.03,7.43817,7.78555,7.72295,0,All,#4682B4,0
50,18,365.42,365.42,8.36956,8.784,8.70924,0,All,#4682B4,0
50,19,572.73,572.73,9.41765,9.91051,9.8215,0,All,#4682B4,0
51,12,114.043,114.043,4.12224,4.11978,4.03764,0,All,#4682B4,0
51,14,107.191,107.191,5.2209,5.21726,5.0961,0,All,#4682B4,0
51,16,241.145,241.145,6.6103,6.60504,6.43002,0,All,#4682B4,0
51,19,245.666,245.666,9.41756,9.40866,9.11335,0,All,#4682B4,0
51,21,580.106,580.106,11.9237,11.9112,11.4987,0,All,#4682B4,0
51,23,558.167,558.167,15.0968,15.0795,14.5085,0,All,#4682B4,0
51,26,911.355,911.355,21.508,21.4802,20.5631,0,All,#4682B4,0
51,28,968.113,968.113,27.2324,27.1945,25.946,0,All,#4682B4,0
51,30,1305.24,1305.24,34.4792,34.4278,32.7371,0,All,#4682B4,0
51,33,1425.93,1425.93,49.1216,49.041,46.3985,0,All,#4682B4,0
51,34,1553.7,1553.7,55.2733,55.1798,52.1192,0,All,#4682B4,0
52,12,144.501,144.501,4.12224,4.34054,4.26136,0,All,#4682B4,0
52,14,146.375,146.375,5.2209,5.54486,5.42703,0,All,#4682B4,0
52,16,291.248,291.248,6.6103,7.08111,6.90941,0,All,#4682B4,0
52,19,410.386,410.386,9.41756,10.2193,9.92572,0,All,#4682B4,0
52,21,497.112,497.112,11.9237,13.0505,12.6368,0,All,#4682B4,0
52,23,718.936,718.936,15.0968,16.6661,16.0883,0,All,#4682B4,0
52,26,962.241,962.241,21.508,24.0521,23.1116,0,All,#4682B4,0
52,28,1328.39,1328.39,27.2324,30.7164,29.4251,0,All,#4682B4,0
52,30,1584.22,1584.22,34.4792,39.2269,37.4624,0,All,#4682B4,0
52,33,2084.68,2084.68,49.1216,56.6111,53.8164,0,All,#4682B4,0
52,34,1934.05,1934.05,55.2733,63.9734,60.7225,0,All,#4682B4,0
53,12,193.473,193.473,4.12224,4.75525,4.66808,0,All,#4682B4,0
53,14,406.921,406.921,5.2209,6.1677,6.036,0,All,#4682B4,0
53,16,428.764,428.764,6.6103,7.99726,7.80239,0,All,#4682B4,0
53,19,682.999,682.999,9.41756,11.8078,11.4669,0,All,#4682B4,0
53,21,813.478,813.478,11.9237,15.31,14.8223,0,All,#4682B4,0
53,23,927.814,927.814,15.0968,19.8513,19.1596,0,All,#4682B4,0
53,26,1211.29,1211.29,21.508,29.3101,28.1583,0,All,#4682B4,0
53,28,1387.6,1387.6,27.2324,38.004,36.3983,0,All,#4682B4,0
53,30,1617.71,1617.71,34.4792,49.2771,47.0501,0,All,#4682B4,0
53,33,2013.91,2013.91,49.1216,72.7555,69.1467,0,All,#4682B4,0
53,34,2208.09,2208.09,55.2733,82.8475,78.6163,0,All,#4682B4,0
54,12,226.836,226.836,4.12224,4.7341,4.71355,0,All,#4682B4,0
54,14,325.931,325.931,5.2209,6.1357,6.10465,0,All,#4682B4,0
54,16,476.807,476.807,6.6103,7.94985,7.90389,0,All,#4682B4,0
54,19,698.404,698.404,9.41756,11.7247,11.6442,0,All,#4682B4,0
54,21,913.602,913.602,11.9237,15.191,15.0759,0,All,#4682B4,0
54,23,976.41,976.41,15.0968,19.6823,19.519,0,All,#4682B4,0
54,26,1066.99,1066.99,21.508,29.0283,28.756,0,All,#4682B4,0
54,28,1557.6,1557.6,27.2324,37.6106,37.2309,0,All,#4682B4,0
54,30,1494.09,1494.09,34.4792,48.7309,48.2041,0,All,#4682B4,0
54,33,2099.06,2099.06,49.1216,71.8689,71.0146,0,All,#4682B4,0
54,34,2547.82,2547.82,55.2733,81.8074,80.8056,0,All,#4682B4,0
55,12,119.933,119.933,4.12224,3.71138,3.66576,0,All,#4682B4,0
55,14,139.704,139.704,5.2209,4.61895,4.55276,0,All,#4682B4,0
55,16,193.035,193.035,6.6103,5.74677,5.65276,0,All,#4682B4,0
55,19,99.4873,99.4873,9.41756,7.97521,7.82053,0,All,#4682B4,0
55,21,264.638,264.638,11.9237,9.9224,9.70992,0,All,#4682B4,0
55,23,294.349,294.349,15.0968,12.345,12.0557,0,All,#4682B4,0
55,26,456.865,456.865,21.508,17.132,16.6789,0,All,#4682B4,0
55,28,607.502,607.502,27.2324,21.3148,20.7083,0,All,#4682B4,0
55,30,742.495,742.495,34.4792,26.5193,25.7118,0,All,#4682B4,0
55,33,953.48,953.48,49.1216,36.8026,35.5718,0,All,#4682B4,0
55,34,1240.46,1240.46,55.2733,41.0498,39.6359,0,All,#4682B4,0
56,12,182.716,182.716,4.12224,4.42262,4.44328,0,All,#4682B4,0
56,14,193.741,193.741,5.2209,5.66738,5.69826,0,All,#4682B4,0
56,16,393.636,393.636,6.6103,7.26022,7.30545,0,All,#4682B4,0
56,19,545.587,545.587,9.41756,10.527,10.6049,0,All,#4682B4,0
56,21,691.771,691.771,11.9237,13.4854,13.5958,0,All,#4682B4,0
56,23,929.922,929.922,15.0968,17.2754,17.4303,0,All,#4682B4,0
56,26,1063.77,1063.77,21.508,25.0484,25.3025,0,All,#4682B4,0
56,28,1369.19,1369.19,27.2324,32.0886,32.4393,0,All,#4682B4,0
56,30,1542.25,1542.25,34.4792,41.1078,41.5893,0,All,#4682B4,0
56,33,1919.13,1919.13,49.1216,59.6038,60.3721,0,All,#4682B4,0
56,34,1834.73,1834.73,55.2733,67.4605,68.3567,0,All,#4682B4,0
57,12,145.251,145.251,4.12224,4.20774,4.18477,0,All,#4682B4,0
57,14,161.978,161.978,5.2209,5.34744,5.3134,0,All,#4682B4,0
57,16,172.664,172.664,6.6103,6.79372,6.74432,0,All,#4682B4,0
57,19,247.5,247.5,9.41756,9.72868,9.64473,0,All,#4682B4,0
57,21,611.5,611.5,11.9237,12.3598,12.242,0,All,#4682B4,0
57,23,682.208,682.208,15.0968,15.7025,15.5387,0,All,#4682B4,0
57,26,1047.13,1047.13,21.508,22.4861,22.2211,0,All,#4682B4,0
57,28,1274.69,1274.69,27.2324,28.5684,28.2059,0,All,#4682B4,0
57,30,1527.08,1527.08,34.4792,36.2949,35.8016,0,All,#4682B4,0
57,33,1711.01,1711.01,49.1216,51.9744,51.1979,0,All,#4682B4,0
57,34,1672.88,1672.88,55.2733,58.5828,57.6815,0,All,#4682B4,0
58,12,138.583,138.583,4.12224,4.49225,4.46796,0,All,#4682B4,0
58,14,210.632,210.632,5.2209,5.7716,5.73521,0,All,#4682B4,0
58,16,344.98,344.98,6.6103,7.41302,7.35961,0,All,#4682B4,0
58,19,422.137,422.137,9.41756,10.7906,10.6983,0,All,#4682B4,0
58,21,794.987,794.987,11.9237,13.8591,13.7282,0,All,#4682B4,0
58,23,774.592,774.592,15.0968,17.8004,17.6163,0,All,#4682B4,0
58,26,1155.58,1155.58,21.508,25.9107,25.6081,0,All,#4682B4,0
58,28,1682.54,1682.54,27.2324,33.2796,32.8612,0,All,#4682B4,0
58,30,1867.22,1867.22,34.4792,42.7447,42.1692,0,All,#4682B4,0
58,33,2176.04,2176.04,49.1216,62.2195,61.2987,0,All,#4682B4,0
58,34,1544.13,1544.13,55.2733,70.5131,69.438,0,All,#4682B4,0
59,12,145.703,145.703,4.12224,4.43519,4.39432,0,All,#4682B4,0
59,14,170.272,170.272,5.2209,5.68617,5.62509,0,All,#4682B4,0
59,16,354.865,354.865,6.6103,7.28774,7.19834,0,All,#4682B4,0
59,19,556.421,556.421,9.41756,10.5744,10.4205,0,All,#4682B4,0
59,21,608.512,608.512,11.9237,13.5526,13.3348,0,All,#4682B4,0
59,23,776.403,776.403,15.0968,17.3696,17.0641,0,All,#4682B4,0
59,26,906.278,906.278,21.508,25.2029,24.7024,0,All,#4682B4,0
59,28,1237.37,1237.37,27.2324,32.3018,31.6116,0,All,#4682B4,0
59,30,1740.83,1740.83,34.4792,41.4004,40.4533,0,All,#4682B4,0
59,33,2213.39,2213.39,49.1216,60.0707,58.5609,0,All,#4682B4,0
59,34,2424.85,2424.85,55.2733,68.005,66.2446,0,All,#4682B4,0
60,13,155.401,155.401,4.63851,4.75986,4.75677,0,All,#4682B4,0
60,15,298.757,298.757,5.87476,6.05245,6.04792,0,All,#4682B4,0
60,18,427.251,427.251,8.36963,8.67431,8.66653,0,All,#4682B4,0
60,20,617.047,617.047,10.597,11.0265,11.0155,0,All,#4682B4,0
60,22,747.662,747.662,13.417,14.0164,14.001,0,All,#4682B4,0
60,25,722.569,722.569,19.1147,20.088,20.0629,0,All,#4682B4,0
60,27,826.85,826.85,24.2017,25.5351,25.5007,0,All,#4682B4,0
60,29,1120.75,1120.75,30.6429,32.46,32.4131,0,All,#4682B4,0
60,32,1287.1,1287.1,43.6562,46.5212,46.447,0,All,#4682B4,0
60,34,1496.71,1496.71,55.2735,59.1359,59.0357,0,All,#4682B4,0
61,13,194.176,194.176,4.63851,4.73354,4.66976,0,All,#4682B4,0
61,15,280.384,280.384,5.87476,6.01386,5.92045,0,All,#4682B4,0
61,18,394.649,394.649,8.36963,8.60798,8.44781,0,All,#4682B4,0
61,20,492.485,492.485,10.597,10.9329,10.707,0,All,#4682B4,0
61,22,577.519,577.519,13.417,13.8855,13.5703,0,All,#4682B4,0
61,25,834.475,834.475,19.1147,19.8749,19.3631,0,All,#4682B4,0
61,27,955.389,955.389,24.2017,25.2428,24.5415,0,All,#4682B4,0
61,29,1083.74,1083.74,30.6429,32.0611,31.1054,0,All,#4682B4,0
61,32,1248.44,1248.44,43.6562,45.8907,44.3837,0,All,#4682B4,0
61,34,1234.36,1234.36,55.2735,58.2846,56.2528,0,All,#4682B4,0
62,13,152.437,152.437,4.63851,4.35179,4.41808,0,All,#4682B4,0
62,15,221.42,221.42,5.87476,5.45777,5.55381,0,All,#4682B4,0
62,18,297.443,297.443,8.36963,7.66197,7.82404,0,All,#4682B4,0
62,20,466.181,466.181,10.597,9.60623,9.83226,0,All,#4682B4,0
62,22,476.699,476.699,13.417,12.0438,12.3559,0,All,#4682B4,0
62,25,610.53,610.53,19.1147,16.9075,17.4062,0,All,#4682B4,0
62,27,728.42,728.42,24.2017,21.1983,21.8744,0,All,#4682B4,0
62,29,822.484,822.484,30.6429,26.5775,27.4892,0,All,#4682B4,0
62,32,1121.04,1121.04,43.6562,37.311,38.7256,0,All,#4682B4,0
62,34,1208.28,1208.28,55.2735,46.7785,48.665,0,All,#4682B4,0
63,13,97.7039,97.7039,4.63851,4.4254,4.39089,0,All,#4682B4,0
63,15,136.488,136.488,5.87476,5.56443,5.51439,0,All,#4682B4,0
63,18,279.856,279.856,8.36963,7.84199,7.75745,0,All,#4682B4,0
63,20,421.972,421.972,10.597,9.85733,9.73934,0,All,#4682B4,0
63,22,510.454,510.454,13.417,12.3906,12.2275,0,All,#4682B4,0
63,25,767.745,767.745,19.1147,17.4617,17.2008,0,All,#4682B4,0
63,27,623.676,623.676,24.2017,21.9497,21.5958,0,All,#4682B4,0
63,29,860.799,860.799,30.6429,27.5909,27.1132,0,All,#4682B4,0
63,32,1128.57,1128.57,43.6562,38.8837,38.1416,0,All,#4682B4,0
63,34,1305.96,1305.96,55.2735,48.8761,47.8857,0,All,#4682B4,0
64,13,80.519,80.519,4.63851,4.60537,4.54291,0,All,#4682B4,0
64,15,192.055,192.055,5.87476,5.82637,5.73527,0,All,#4682B4,0
64,18,303.697,303.697,8.36963,8.28698,8.13176,0,All,#4682B4,0
64,20,419.476,419.476,10.597,10.4808,10.2629,0,All,#4682B4,0
64,22,642.738,642.738,13.417,13.2552,12.9524,0,All,#4682B4,0
64,25,772.402,772.402,19.1147,18.853,18.3643,0,All,#4682B4,0
64,27,855.324,855.324,24.2017,23.8441,23.1773,0,All,#4682B4,0
64,29,1007.72,1007.72,30.6429,30.1568,29.2519,0,All,#4682B4,0
64,32,1341.8,1341.8,43.6562,42.8926,41.4747,0,All,#4682B4,0
64,34,1508.23,1508.23,55.2735,54.2469,52.3435,0,All,#4682B4,0
65,13,52.0135,52.0135,4.63851,4.72691,4.64305,0,All,#4682B4,0
65,15,108.759,108.759,5.87476,6.00414,5.8814,0,All,#4682B4,0
65,18,202.122,202.122,8.36963,8.59129,8.381,0,All,#4682B4,0
65,20,263.333,263.333,10.597,10.9093,10.613,0,All,#4682B4,0
65,22,586.793,586.793,13.417,13.8526,13.4393,0,All,#4682B4,0
65,25,1060.87,1060.87,19.1147,19.8214,19.1507,0,All,#4682B4,0
65,27,1016.31,1016.31,24.2017,25.1694,24.251,0,All,#4682B4,0
65,29,1041.07,1041.07,30.6429,31.961,30.71,0,All,#4682B4,0
65,32,1901.52,1901.52,43.6562,45.7327,43.7616,0,All,#4682B4,0
65,34,2036.07,2036.07,55.2735,58.0714,55.4153,0,All,#4682B4,0
