ID,time,pop,popPred,indivPredMean,indivPredMode
9,34.7459,60.3544,60.3544,48.9731,47.3583
9,34.768,60.5122,60.5122,49.0946,47.4748
9,34.88,61.3172,61.3172,49.7142,48.0687
9,34.883,61.3392,61.3392,49.7311,48.0849
9,34.992,62.1329,62.1329,50.3417,48.6702
9,35.0207,62.3439,62.3439,50.5039,48.8257
9,35.104,62.9594,62.9594,50.9771,49.2791
9,35.159,63.3691,63.3691,51.2919,49.5808
9,35.216,63.7969,63.7969,51.6204,49.8957
9,35.2978,64.4153,64.4153,52.0953,50.3507
9,35.328,64.6455,64.6455,52.2719,50.5199
9,35.4371,65.483,65.483,52.9146,51.1356
9,35.44,65.5053,65.5053,52.9317,51.152
9,35.552,66.3765,66.3765,53.5997,51.792
9,35.577,66.5725,66.5725,53.75,51.936
9,35.664,67.2592,67.2592,54.2761,52.44
9,35.7174,67.6846,67.6846,54.602,52.7521
9,35.776,68.1536,68.1536,54.9611,53.0961
9,35.8584,68.8197,68.8197,55.4708,53.5843
9,35.888,69.06,69.06,55.6547,53.7603
9,36,69.9785,69.9785,56.357,54.4329
10,22,13.4131,13.4131,12.0947,11.7027
10,22.0868,13.5524,13.5524,12.2153,11.8179
10,22.112,13.5928,13.5928,12.2503,11.8512
10,22.174,13.6926,13.6926,12.3366,11.9337
10,22.224,13.7736,13.7736,12.4067,12.0005
10,22.2616,13.8348,13.8348,12.4596,12.051
10,22.336,13.9568,13.9568,12.5651,12.1517
10,22.3494,13.979,13.979,12.5842,12.17
10,22.4377,14.1252,14.1252,12.7107,12.2906
10,22.448,14.1425,14.1425,12.7255,12.3048
10,22.5263,14.2736,14.2736,12.8388,12.4129
10,22.56,14.3306,14.3306,12.888,12.4598
10,22.6152,14.4242,14.4242,12.9688,12.5369
10,22.672,14.5212,14.5212,13.0525,12.6168
10,22.7045,14.5769,14.5769,13.1006,12.6626
10,22.784,14.7144,14.7144,13.2192,12.7757
10,22.7941,14.7319,14.7319,13.2343,12.7901
10,22.8841,14.8891,14.8891,13.3699,12.9194
10,22.896,14.9101,14.9101,13.388,12.9367
10,22.9744,15.0486,15.0486,13.5074,13.0506
10,23.008,15.1084,15.1084,13.5589,13.0997
10,23.0651,15.2106,15.2106,13.6469,13.1835
10,23.12,15.3095,15.3095,13.7321,13.2648
10,23.1561,15.375,15.375,13.7885,13.3185
10,23.232,15.5134,15.5134,13.9077,13.432
10,23.2476,15.5419,15.5419,13.9322,13.4554
10,23.3393,15.7114,15.7114,14.078,13.5944
10,23.344,15.7201,15.7201,14.0855,13.6015
10,23.4315,15.8834,15.8834,14.226,13.7353
10,23.456,15.9296,15.9296,14.2656,13.7731
10,23.524,16.058,16.058,14.3761,13.8784
10,23.568,16.1418,16.1418,14.4481,13.947
10,23.6168,16.2352,16.2352,14.5284,14.0234
10,23.68,16.3569,16.3569,14.6329,14.123
10,23.71,16.4151,16.4151,14.6829,14.1706
10,23.792,16.5747,16.5747,14.82,14.3012
10,23.8036,16.5976,16.5976,14.8396,14.3198
10,23.8976,16.7827,16.7827,14.9986,14.4712
10,23.904,16.7954,16.7954,15.0095,14.4816
10,23.9919,16.9706,16.9706,15.1598,14.6248
10,24,16.9867,16.9867,15.1737,14.6379
10,24.016,17.0188,17.0188,15.2012,14.6641
10,24.0867,17.1613,17.1613,15.3234,14.7804
10,24.128,17.2452,17.2452,15.3953,14.8489
10,24.1817,17.3548,17.3548,15.4893,14.9384
10,24.24,17.4745,17.4745,15.5918,15.0359
10,24.2772,17.5514,17.5514,15.6577,15.0986
10,24.352,17.707,17.707,15.7909,15.2253
10,24.373,17.751,17.751,15.8286,15.2612
10,24.464,17.9425,17.9425,15.9925,15.4172
10,24.4693,17.9536,17.9536,16.002,15.4262
10,24.5658,18.1594,18.1594,16.1781,15.5937
10,24.576,18.1812,18.1812,16.1967,15.6114
10,24.6628,18.3684,18.3684,16.3568,15.7636
10,24.688,18.423,18.423,16.4035,15.8081
10,24.7602,18.5806,18.5806,16.5382,15.9361
10,24.8,18.6681,18.6681,16.613,16.0072
10,24.8579,18.7961,18.7961,16.7223,16.1112
10,24.912,18.9164,18.9164,16.8251,16.2089
10,24.9561,19.015,19.015,16.9093,16.2889
10,25.024,19.1681,19.1681,17.0399,16.4131
10,25.0546,19.2373,19.2373,17.0991,16.4693
10,25.136,19.4231,19.4231,17.2575,16.6199
10,25.1535,19.4631,19.4631,17.2917,16.6524
10,25.248,19.6814,19.6814,17.4779,16.8293
10,25.2528,19.6925,19.6925,17.4873,16.8383
10,25.3525,19.9255,19.9255,17.6859,17.027
10,25.36,19.9432,19.9432,17.7011,17.0414
10,25.4525,20.1621,20.1621,17.8876,17.2185
10,25.472,20.2084,20.2084,17.9271,17.256
10,25.553,20.4025,20.4025,18.0923,17.413
10,25.584,20.4772,20.4772,18.1559,17.4734
10,25.6539,20.6467,20.6467,18.3002,17.6104
10,25.696,20.7496,20.7496,18.3877,17.6935
10,25.7552,20.8949,20.8949,18.5113,17.8109
10,25.808,21.0255,21.0255,18.6225,17.9164
10,25.8568,21.147,21.147,18.7257,18.0144
10,25.92,21.3052,21.3052,18.8602,18.1421
10,25.9589,21.4032,21.4032,18.9435,18.2212
10,26.032,21.5886,21.5886,19.101,18.3707
10,26.0614,21.6636,21.6636,19.1647,18.4311
10,26.144,21.8758,21.8758,19.3449,18.6021
10,26.1643,21.9282,21.9282,19.3894,18.6443
10,26.256,22.1668,22.1668,19.5919,18.8365
10,26.2675,22.1971,22.1971,19.6176,18.8608
10,26.368,22.4617,22.4617,19.8421,19.0738
10,26.3712,22.4703,22.4703,19.8494,19.0807
10,26.4753,22.748,22.748,20.0849,19.3041
10,26.48,22.7605,22.7605,20.0955,19.3141
10,26.5799,23.0303,23.0303,20.3241,19.5309
10,26.592,23.0633,23.0633,20.3521,19.5575
10,26.6848,23.3172,23.3172,20.5671,19.7614
10,26.704,23.3701,23.3701,20.612,19.8039
10,26.7901,23.6088,23.6088,20.8141,19.9955
10,26.816,23.681,23.681,20.8752,20.0534
10,26.8959,23.9051,23.9051,21.0649,20.2333
10,26.928,23.9959,23.9959,21.1417,20.3061
10,27,24.2006,24.2006,21.3148,20.4701
10,27.002,24.2064,24.2064,21.3198,20.4748
10,27.04,24.315,24.315,21.4116,20.5619
10,27.1086,24.5127,24.5127,21.5788,20.7202
10,27.152,24.6384,24.6384,21.685,20.8209
10,27.2157,24.8242,24.8242,21.8419,20.9695
10,27.264,24.9662,24.9662,21.9618,21.0831
10,27.3231,25.1408,25.1408,22.1093,21.2228
10,27.376,25.2982,25.2982,22.2422,21.3487
10,27.4309,25.4628,25.4628,22.3811,21.4802
10,27.488,25.6348,25.6348,22.5262,21.6177
10,27.5392,25.7902,25.7902,22.6573,21.7418
10,27.6,25.9758,25.9758,22.8138,21.89
10,27.6479,26.1232,26.1232,22.9381,22.0076
10,27.712,26.3213,26.3213,23.1051,22.1658
10,27.7571,26.4618,26.4618,23.2234,22.2778
10,27.824,26.6715,26.6715,23.4001,22.4451
10,27.8667,26.8061,26.8061,23.5135,22.5524
10,27.936,27.0263,27.0263,23.6989,22.7278
10,27.9767,27.1563,27.1563,23.8084,22.8314
10,28,27.2312,27.2312,23.8714,22.891
10,28.048,27.3858,27.3858,24.0016,23.0142
10,28.0871,27.5125,27.5125,24.1082,23.1151
10,28.16,27.7501,27.7501,24.3081,23.3042
10,28.198,27.8748,27.8748,24.4129,23.4034
10,28.272,28.1192,28.1192,24.6185,23.5978
10,28.3093,28.2432,28.2432,24.7227,23.6964
10,28.384,28.4932,28.4932,24.9328,23.8951
10,28.4211,28.618,28.618,25.0377,23.9943
10,28.496,28.8721,28.8721,25.2511,24.1962
10,28.5332,28.9993,28.9993,25.3579,24.2971
10,28.608,29.2561,29.2561,25.5735,24.501
10,28.6459,29.3872,29.3872,25.6835,24.605
10,28.72,29.6453,29.6453,25.9,24.8096
10,28.759,29.7819,29.7819,26.0145,24.9179
10,28.832,30.0396,30.0396,26.2306,25.1221
10,28.8725,30.1835,30.1835,26.3512,25.2361
10,28.944,30.4392,30.4392,26.5655,25.4386
10,28.9865,30.5921,30.5921,26.6936,25.5596
10,29.056,30.8441,30.8441,26.9047,25.759
10,29.1009,31.008,31.008,27.0419,25.8886
10,29.168,31.2545,31.2545,27.2482,26.0836
10,29.2158,31.4312,31.4312,27.3961,26.2232
10,29.28,31.6702,31.6702,27.5962,26.4122
10,29.3311,31.8618,31.8618,27.7564,26.5635
10,29.392,32.0915,32.0915,27.9486,26.7449
10,29.4469,32.3001,32.3001,28.1229,26.9096
10,29.504,32.5184,32.5184,28.3054,27.0819
10,29.5631,32.7462,32.7462,28.4957,27.2616
10,29.616,32.951,32.951,28.6669,27.4231
10,29.6798,33.2001,33.2001,28.875,27.6196
10,29.728,33.3893,33.3893,29.033,27.7687
10,29.797,33.6622,33.6622,29.2608,27.9837
10,29.84,33.8334,33.8334,29.4037,28.1185
10,29.9146,34.1326,34.1326,29.6533,28.3541
10,29.952,34.2833,34.2833,29.7791,28.4728
10,30.0327,34.6113,34.6113,30.0527,28.7309
10,30.064,34.7393,34.7393,30.1593,28.8315
10,30.1513,35.0988,35.0988,30.4589,29.1142
10,30.176,35.2013,35.2013,30.5443,29.1947
10,30.2703,35.5951,35.5951,30.8723,29.5041
10,30.288,35.6695,35.6695,30.9343,29.5625
10,30.3898,36.1004,36.1004,31.293,29.9007
10,30.4,36.1438,36.1438,31.3292,29.9348
10,30.5098,36.6149,36.6149,31.7211,30.3043
10,30.512,36.6246,36.6246,31.7291,30.3119
10,30.624,37.1117,37.1117,32.1342,30.6937
10,30.6302,37.1389,37.1389,32.1568,30.715
10,30.736,37.6053,37.6053,32.5444,31.0803
10,30.7511,37.6724,37.6724,32.6002,31.1329
10,30.848,38.1055,38.1055,32.9599,31.4719
10,30.8725,38.2158,38.2158,33.0515,31.5582
10,30.96,38.6123,38.6123,33.3807,31.8683
10,30.9944,38.7693,38.7693,33.511,31.991
10,31.072,39.1259,39.1259,33.8069,32.2697
10,31.1167,39.333,39.333,33.9786,32.4315
10,31.184,39.6463,39.6463,34.2385,32.6763
10,31.2396,39.9071,39.9071,34.4547,32.8799
10,31.296,40.1737,40.1737,34.6756,33.0879
10,31.3629,40.492,40.492,34.9394,33.3362
10,31.408,40.7081,40.7081,35.1183,33.5047
10,31.4867,41.0878,41.0878,35.4328,33.8008
10,31.52,41.2495,41.2495,35.5667,33.9268
10,31.611,41.6948,41.6948,35.9353,34.2737
10,31.632,41.7982,41.7982,36.0208,34.3542
10,31.7358,42.3132,42.3132,36.4468,34.7551
10,31.744,42.3542,42.3542,36.4808,34.787
10,31.856,42.9176,42.9176,36.9466,35.2253
10,31.8611,42.9433,42.9433,36.9678,35.2452
10,31.968,43.4885,43.4885,37.4183,35.669
10,31.9868,43.5853,43.5853,37.4982,35.7442
10,32,43.653,43.653,37.5542,35.7969
10,32.08,44.067,44.067,37.8961,36.1184
10,32.1131,44.2394,44.2394,38.0385,36.2523
10,32.192,44.6531,44.6531,38.3799,36.5734
10,32.2399,44.9061,44.9061,38.5887,36.7697
10,32.304,45.247,45.247,38.87,37.0342
10,32.3671,45.5854,45.5854,39.149,37.2966
10,32.416,45.8489,45.8489,39.3663,37.5008
10,32.4949,46.2777,46.2777,39.7198,37.8331
10,32.528,46.4587,46.4587,39.8689,37.9732
10,32.6232,46.9834,46.9834,40.3012,38.3795
10,32.64,47.0766,47.0766,40.3779,38.4516
10,32.752,47.7026,47.7026,40.8934,38.936
10,32.752,47.7027,47.7027,40.8935,38.936
10,32.864,48.3371,48.3371,41.4156,39.4266
10,32.8813,48.4357,48.4357,41.4967,39.5028
10,32.976,48.9799,48.9799,41.9443,39.9232
10,33.0111,49.183,49.183,42.1113,40.0801
10,33.088,49.6314,49.6314,42.4798,40.4262
10,33.1414,49.945,49.945,42.7374,40.6681
10,33.2,50.2915,50.2915,43.0221,40.9354
10,33.2722,50.7218,50.7218,43.3754,41.2671
10,33.312,50.9604,50.9604,43.5713,41.451
10,33.4036,51.5139,51.5139,44.0255,41.8774
10,33.424,51.6383,51.6383,44.1276,41.9732
10,33.5354,52.3216,52.3216,44.688,42.4991
10,33.536,52.3252,52.3252,44.6909,42.5019
10,33.648,53.0212,53.0212,45.2615,43.0372
10,33.6678,53.1453,53.1453,45.3632,43.1326
10,33.76,53.7265,53.7265,45.8394,43.5794
10,33.8007,53.9852,53.9852,46.0513,43.7782
10,33.872,54.4412,54.4412,46.4246,44.1284
10,33.9341,54.8419,54.8419,46.7526,44.436
10,33.984,55.1654,55.1654,47.0174,44.6843
10,34,55.2697,55.2697,47.1027,44.7643
10,34.0681,55.7156,55.7156,47.4675,45.1064
10,34.096,55.8993,55.8993,47.6177,45.2472
10,34.2026,56.6068,56.6068,48.1962,45.7896
10,34.208,56.6429,56.6429,48.2258,45.8173
10,34.32,57.3965,57.3965,48.8415,46.3945
10,34.3376,57.5159,57.5159,48.9391,46.4859
10,34.432,58.1601,58.1601,49.4652,46.9791
10,34.4732,58.4432,58.4432,49.6964,47.1957
10,34.544,58.9338,58.9338,50.0969,47.571
10,34.6092,59.3892,59.3892,50.4685,47.9192
10,34.656,59.7178,59.7178,50.7366,48.1703
10,34.7459,60.3544,60.3544,51.2558,48.6567
10,34.768,60.5122,60.5122,51.3845,48.7773
10,34.88,61.3172,61.3172,52.0407,49.3919
10,34.883,61.3392,61.3392,52.0585,49.4086
10,34.992,62.1329,62.1329,52.7052,50.0142
10,35.0207,62.3439,62.3439,52.8771,50.1751
10,35.104,62.9594,62.9594,53.3782,50.6444
10,35.159,63.3691,63.3691,53.7118,50.9566
10,35.216,63.7969,63.7969,54.0599,51.2825
10,35.2978,64.4153,64.4153,54.563,51.7535
10,35.328,64.6455,64.6455,54.7502,51.9286
10,35.4371,65.483,65.483,55.4312,52.566
10,35.44,65.5053,65.5053,55.4493,52.5829
10,35.552,66.3765,66.3765,56.1573,53.2455
10,35.577,66.5725,66.5725,56.3166,53.3945
10,35.664,67.2592,67.2592,56.8744,53.9163
10,35.7174,67.6846,67.6846,57.2198,54.2394
10,35.776,68.1536,68.1536,57.6006,54.5956
10,35.8584,68.8197,68.8197,58.141,55.1011
10,35.888,69.06,69.06,58.336,55.2834
10,36,69.9785,69.9785,59.0808,55.9799
11,22,13.4131,13.4131,11.3808,11.2224
11,22.0868,13.5524,13.5524,11.4915,11.3309
11,22.112,13.5928,13.5928,11.5236,11.3623
11,22.174,13.6926,13.6926,11.6028,11.44
11,22.224,13.7736,13.7736,11.6671,11.503
11,22.2616,13.8348,13.8348,11.7156,11.5506
11,22.336,13.9568,13.9568,11.8124,11.6455
11,22.3494,13.979,13.979,11.83,11.6627
11,22.4377,14.1252,14.1252,11.9459,11.7763
11,22.448,14.1425,14.1425,11.9595,11.7897
11,22.5263,14.2736,14.2736,12.0634,11.8915
11,22.56,14.3306,14.3306,12.1085,11.9356
11,22.6152,14.4242,14.4242,12.1825,12.0082
11,22.672,14.5212,14.5212,12.2593,12.0834
11,22.7045,14.5769,14.5769,12.3033,12.1266
11,22.784,14.7144,14.7144,12.412,12.2331
11,22.7941,14.7319,14.7319,12.4258,12.2466
11,22.8841,14.8891,14.8891,12.55,12.3683
11,22.896,14.9101,14.9101,12.5666,12.3845
11,22.9744,15.0486,15.0486,12.6759,12.4917
11,23.008,15.1084,15.1084,12.723,12.5379
11,23.0651,15.2106,15.2106,12.8036,12.6168
11,23.12,15.3095,15.3095,12.8816,12.6932
11,23.1561,15.375,15.375,12.9331,12.7437
11,23.232,15.5134,15.5134,13.0421,12.8505
11,23.2476,15.5419,15.5419,13.0646,12.8725
11,23.3393,15.7114,15.7114,13.198,13.0031
11,23.344,15.7201,15.7201,13.2048,13.0098
11,23.4315,15.8834,15.8834,13.3333,13.1356
11,23.456,15.9296,15.9296,13.3695,13.1712
11,23.524,16.058,16.058,13.4705,13.2701
11,23.568,16.1418,16.1418,13.5363,13.3346
11,23.6168,16.2352,16.2352,13.6097,13.4064
11,23.68,16.3569,16.3569,13.7052,13.5
11,23.71,16.4151,16.4151,13.7509,13.5447
11,23.792,16.5747,16.5747,13.8762,13.6674
11,23.8036,16.5976,16.5976,13.8941,13.6849
11,23.8976,16.7827,16.7827,14.0393,13.8271
11,23.904,16.7954,16.7954,14.0492,13.8368
11,23.9919,16.9706,16.9706,14.1866,13.9713
11,24,16.9867,16.9867,14.1992,13.9837
11,24.016,17.0188,17.0188,14.2243,14.0083
11,24.0867,17.1613,17.1613,14.3359,14.1175
11,24.128,17.2452,17.2452,14.4015,14.1818
11,24.1817,17.3548,17.3548,14.4873,14.2658
11,24.24,17.4745,17.4745,14.5809,14.3574
11,24.2772,17.5514,17.5514,14.6409,14.4162
11,24.352,17.707,17.707,14.7624,14.5351
11,24.373,17.751,17.751,14.7968,14.5688
11,24.464,17.9425,17.9425,14.9463,14.7151
11,24.4693,17.9536,17.9536,14.955,14.7236
11,24.5658,18.1594,18.1594,15.1155,14.8807
11,24.576,18.1812,18.1812,15.1324,14.8973
11,24.6628,18.3684,18.3684,15.2783,15.0401
11,24.688,18.423,18.423,15.3209,15.0818
11,24.7602,18.5806,18.5806,15.4436,15.2019
11,24.8,18.6681,18.6681,15.5117,15.2685
11,24.8579,18.7961,18.7961,15.6114,15.366
11,24.912,18.9164,18.9164,15.7049,15.4576
11,24.9561,19.015,19.015,15.7816,15.5326
11,25.024,19.1681,19.1681,15.9006,15.649
11,25.0546,19.2373,19.2373,15.9544,15.7017
11,25.136,19.4231,19.4231,16.0986,15.8428
11,25.1535,19.4631,19.4631,16.1297,15.8733
11,25.248,19.6814,19.6814,16.2991,16.039
11,25.2528,19.6925,19.6925,16.3077,16.0474
11,25.3525,19.9255,19.9255,16.4884,16.2242
11,25.36,19.9432,19.9432,16.5021,16.2376
11,25.4525,20.1621,20.1621,16.6718,16.4036
11,25.472,20.2084,20.2084,16.7077,16.4387
11,25.553,20.4025,20.4025,16.8579,16.5857
11,25.584,20.4772,20.4772,16.9157,16.6422
11,25.6539,20.6467,20.6467,17.0469,16.7705
11,25.696,20.7496,20.7496,17.1264,16.8483
11,25.7552,20.8949,20.8949,17.2387,16.9581
11,25.808,21.0255,21.0255,17.3397,17.0568
11,25.8568,21.147,21.147,17.4335,17.1486
11,25.92,21.3052,21.3052,17.5556,17.268
11,25.9589,21.4032,21.4032,17.6312,17.342
11,26.032,21.5886,21.5886,17.7742,17.4818
11,26.0614,21.6636,21.6636,17.832,17.5383
11,26.144,21.8758,21.8758,17.9956,17.6983
11,26.1643,21.9282,21.9282,18.0359,17.7377
11,26.256,22.1668,22.1668,18.2197,17.9174
11,26.2675,22.1971,22.1971,18.243,17.9402
11,26.368,22.4617,22.4617,18.4467,18.1393
11,26.3712,22.4703,22.4703,18.4533,18.1458
11,26.4753,22.748,22.748,18.6668,18.3545
11,26.48,22.7605,22.7605,18.6764,18.364
11,26.5799,23.0303,23.0303,18.8837,18.5666
11,26.592,23.0633,23.0633,18.9091,18.5914
11,26.6848,23.3172,23.3172,19.104,18.7819
11,26.704,23.3701,23.3701,19.1446,18.8216
11,26.7901,23.6088,23.6088,19.3277,19.0006
11,26.816,23.681,23.681,19.3831,19.0547
11,26.8959,23.9051,23.9051,19.5549,19.2226
11,26.928,23.9959,23.9959,19.6245,19.2906
11,27,24.2006,24.2006,19.7813,19.4438
11,27.002,24.2064,24.2064,19.7857,19.4482
11,27.04,24.315,24.315,19.8689,19.5295
11,27.1086,24.5127,24.5127,20.0202,19.6773
11,27.152,24.6384,24.6384,20.1163,19.7713
11,27.2157,24.8242,24.8242,20.2583,19.9101
11,27.264,24.9662,24.9662,20.3668,20.0161
11,27.3231,25.1408,25.1408,20.5003,20.1464
11,27.376,25.2982,25.2982,20.6205,20.2639
11,27.4309,25.4628,25.4628,20.7461,20.3866
11,27.488,25.6348,25.6348,20.8773,20.5148
11,27.5392,25.7902,25.7902,20.9958,20.6306
11,27.6,25.9758,25.9758,21.1373,20.7688
11,27.6479,26.1232,26.1232,21.2496,20.8785
11,27.712,26.3213,26.3213,21.4005,21.0259
11,27.7571,26.4618,26.4618,21.5074,21.1304
11,27.824,26.6715,26.6715,21.6671,21.2863
11,27.8667,26.8061,26.8061,21.7695,21.3863
11,27.936,27.0263,27.0263,21.9369,21.5499
11,27.9767,27.1563,27.1563,22.0358,21.6464
11,28,27.2312,27.2312,22.0927,21.702
11,28.048,27.3858,27.3858,22.2102,21.8167
11,28.0871,27.5125,27.5125,22.3064,21.9107
11,28.16,27.7501,27.7501,22.4868,22.0869
11,28.198,27.8748,27.8748,22.5814,22.1793
11,28.272,28.1192,28.1192,22.7669,22.3604
11,28.3093,28.2432,28.2432,22.861,22.4523
11,28.384,28.4932,28.4932,23.0505,22.6373
11,28.4211,28.618,28.618,23.1451,22.7297
11,28.496,28.8721,28.8721,23.3376,22.9177
11,28.5332,28.9993,28.9993,23.4339,23.0116
11,28.608,29.2561,29.2561,23.6283,23.2014
11,28.6459,29.3872,29.3872,23.7274,23.2982
11,28.72,29.6453,29.6453,23.9225,23.4887
11,28.759,29.7819,29.7819,24.0257,23.5895
11,28.832,30.0396,30.0396,24.2204,23.7795
11,28.8725,30.1835,30.1835,24.329,23.8855
11,28.944,30.4392,30.4392,24.522,24.0739
11,28.9865,30.5921,30.5921,24.6374,24.1865
11,29.056,30.8441,30.8441,24.8274,24.372
11,29.1009,31.008,31.008,24.9509,24.4925
11,29.168,31.2545,31.2545,25.1366,24.6737
11,29.2158,31.4312,31.4312,25.2697,24.8036
11,29.28,31.6702,31.6702,25.4497,24.9792
11,29.3311,31.8618,31.8618,25.5938,25.1199
11,29.392,32.0915,32.0915,25.7666,25.2885
11,29.4469,32.3001,32.3001,25.9234,25.4416
11,29.504,32.5184,32.5184,26.0876,25.6017
11,29.5631,32.7462,32.7462,26.2587,25.7686
11,29.616,32.951,32.951,26.4125,25.9187
11,29.6798,33.2001,33.2001,26.5996,26.1012
11,29.728,33.3893,33.3893,26.7415,26.2397
11,29.797,33.6622,33.6622,26.9462,26.4394
11,29.84,33.8334,33.8334,27.0746,26.5646
11,29.9146,34.1326,34.1326,27.2989,26.7834
11,29.952,34.2833,34.2833,27.4118,26.8936
11,30.0327,34.6113,34.6113,27.6575,27.1332
11,30.064,34.7393,34.7393,27.7532,27.2266
11,30.1513,35.0988,35.0988,28.0222,27.489
11,30.176,35.2013,35.2013,28.0989,27.5638
11,30.2703,35.5951,35.5951,28.3933,27.8509
11,30.288,35.6695,35.6695,28.4488,27.9051
11,30.3898,36.1004,36.1004,28.7707,28.2189
11,30.4,36.1438,36.1438,28.8031,28.2506
11,30.5098,36.6149,36.6149,29.1546,28.5933
11,30.512,36.6246,36.6246,29.1618,28.6003
11,30.624,37.1117,37.1117,29.5249,28.9544
11,30.6302,37.1389,37.1389,29.5451,28.9741
11,30.736,37.6053,37.6053,29.8925,29.3128
11,30.7511,37.6724,37.6724,29.9425,29.3616
11,30.848,38.1055,38.1055,30.2648,29.6757
11,30.8725,38.2158,38.2158,30.3469,29.7558
11,30.96,38.6123,38.6123,30.6417,30.0431
11,30.9944,38.7693,38.7693,30.7583,30.1568
11,31.072,39.1259,39.1259,31.0233,30.4151
11,31.1167,39.333,39.333,31.177,30.565
11,31.184,39.6463,39.6463,31.4096,30.7917
11,31.2396,39.9071,39.9071,31.6031,30.9802
11,31.296,40.1737,40.1737,31.8008,31.1729
11,31.3629,40.492,40.492,32.0367,31.4028
11,31.408,40.7081,40.7081,32.1968,31.5589
11,31.4867,41.0878,41.0878,32.478,31.8329
11,31.52,41.2495,41.2495,32.5978,31.9496
11,31.611,41.6948,41.6948,32.9272,32.2706
11,31.632,41.7982,41.7982,33.0037,32.3452
11,31.7358,42.3132,42.3132,33.3845,32.7161
11,31.744,42.3542,42.3542,33.4148,32.7457
11,31.856,42.9176,42.9176,33.8309,33.1511
11,31.8611,42.9433,42.9433,33.8499,33.1696
11,31.968,43.4885,43.4885,34.2523,33.5616
11,31.9868,43.5853,43.5853,34.3237,33.6312
11,32,43.653,43.653,34.3736,33.6798
11,32.08,44.067,44.067,34.6789,33.9772
11,32.1131,44.2394,44.2394,34.806,34.101
11,32.192,44.6531,44.6531,35.1108,34.3979
11,32.2399,44.9061,44.9061,35.2971,34.5794
11,32.304,45.247,45.247,35.5481,34.8238
11,32.3671,45.5854,45.5854,35.797,35.0663
11,32.416,45.8489,45.8489,35.9908,35.255
11,32.4949,46.2777,46.2777,36.3061,35.5621
11,32.528,46.4587,46.4587,36.4391,35.6916
11,32.6232,46.9834,46.9834,36.8245,36.0669
11,32.64,47.0766,47.0766,36.8929,36.1335
11,32.752,47.7026,47.7026,37.3523,36.5809
11,32.752,47.7027,47.7027,37.3524,36.5809
11,32.864,48.3371,48.3371,37.8176,37.0339
11,32.8813,48.4357,48.4357,37.8898,37.1042
11,32.976,48.9799,48.9799,38.2886,37.4924
11,33.0111,49.183,49.183,38.4373,37.6372
11,33.088,49.6314,49.6314,38.7654,37.9567
11,33.1414,49.945,49.945,38.9948,38.18
11,33.2,50.2915,50.2915,39.2482,38.4266
11,33.2722,50.7218,50.7218,39.5626,38.7327
11,33.312,50.9604,50.9604,39.7369,38.9024
11,33.4036,51.5139,51.5139,40.141,39.2957
11,33.424,51.6383,51.6383,40.2318,39.384
11,33.5354,52.3216,52.3216,40.7302,39.8691
11,33.536,52.3252,52.3252,40.7327,39.8716
11,33.648,53.0212,53.0212,41.24,40.3652
11,33.6678,53.1453,53.1453,41.3303,40.4532
11,33.76,53.7265,53.7265,41.7535,40.865
11,33.8007,53.9852,53.9852,41.9418,41.0482
11,33.872,54.4412,54.4412,42.2735,41.3709
11,33.9341,54.8419,54.8419,42.5648,41.6543
11,33.984,55.1654,55.1654,42.8,41.8831
11,34,55.2697,55.2697,42.8757,41.9568
11,34.0681,55.7156,55.7156,43.1996,42.2719
11,34.096,55.8993,55.8993,43.333,42.4017
11,34.2026,56.6068,56.6068,43.8465,42.9012
11,34.208,56.6429,56.6429,43.8727,42.9267
11,34.32,57.3965,57.3965,44.4191,43.4582
11,34.3376,57.5159,57.5159,44.5056,43.5424
11,34.432,58.1601,58.1601,44.9723,43.9964
11,34.4732,58.4432,58.4432,45.1774,44.1958
11,34.544,58.9338,58.9338,45.5325,44.5412
11,34.6092,59.3892,59.3892,45.862,44.8616
11,34.656,59.7178,59.7178,46.0996,45.0927
11,34.7459,60.3544,60.3544,46.5598,45.5402
11,34.768,60.5122,60.5122,46.6738,45.6511
11,34.88,61.3172,61.3172,47.2552,46.2164
11,34.883,61.3392,61.3392,47.271,46.2318
11,34.992,62.1329,62.1329,47.8438,46.7888
11,35.0207,62.3439,62.3439,47.996,46.9367
11,35.104,62.9594,62.9594,48.4397,47.3682
11,35.159,63.3691,63.3691,48.735,47.6553
11,35.216,63.7969,63.7969,49.0431,47.9548
11,35.2978,64.4153,64.4153,49.4884,48.3877
11,35.328,64.6455,64.6455,49.654,48.5487
11,35.4371,65.483,65.483,50.2565,49.1343
11,35.44,65.5053,65.5053,50.2725,49.1499
11,35.552,66.3765,66.3765,50.8987,49.7586
11,35.577,66.5725,66.5725,51.0396,49.8955
11,35.664,67.2592,67.2592,51.5327,50.3748
11,35.7174,67.6846,67.6846,51.838,50.6715
11,35.776,68.1536,68.1536,52.1745,50.9986
11,35.8584,68.8197,68.8197,52.6521,51.4627
11,35.888,69.06,69.06,52.8244,51.6301
11,36,69.9785,69.9785,53.4823,52.2694
12,22,13.4131,13.4131,11.9286,11.7123
12,22.0868,13.5524,13.5524,12.0469,11.8276
12,22.112,13.5928,13.5928,12.0811,11.8609
12,22.174,13.6926,13.6926,12.1659,11.9435
12,22.224,13.7736,13.7736,12.2345,12.0104
12,22.2616,13.8348,13.8348,12.2864,12.061
