ID,time,Observation,median,piLower,piUpper,censored
62,18,297.443,8.82937,-518.093,514.271,0
62,20,466.181,25.9938,-628.158,680.666,0
62,22,476.699,15.9524,-830.101,884.345,0
62,25,610.53,26.6792,-1143.09,1310.71,0
62,27,728.42,-58.0766,-1696.96,1404.82,0
62,29,822.484,62.9968,-2018.51,1812.53,0
62,32,1121.04,-39.9547,-3233.46,3108.77,0
62,34,1208.28,64.28,-3645.27,3605.05,0
63,13,97.7039,19.7106,-299.275,315.606,0
63,15,136.488,-13.8606,-393.655,358.019,0
63,18,279.856,-7.01117,-528.951,485.794,0
63,20,421.972,5.81247,-700.549,728.741,0
63,22,510.454,-24.3854,-894.472,825.333,0
63,25,767.745,-35.9956,-1204.12,1270.26,0
63,27,623.676,-33.1982,-1636.09,1784.55,0
63,29,860.799,45.6711,-2004.1,1947.01,0
63,32,1128.57,-90.2705,-2996.67,2872.25,0
63,34,1305.96,68.1362,-3820.03,3520.98,0
64,13,80.519,13.1166,-276.021,286.592,0
64,15,192.055,5.47016,-353.437,387.574,0
64,18,303.697,3.82903,-524.664,531.436,0
64,20,419.476,72.4295,-551.139,806.105,0
64,22,642.738,-1.92857,-860.856,912.939,0
64,25,772.402,6.45334,-1231.67,1239.74,0
64,27,855.324,50.2757,-1581.09,1708.31,0
64,29,1007.72,48.0994,-2028.73,2014.23,0
64,32,1341.8,11.7175,-3367.08,3129.11,0
64,34,1508.23,246.746,-3365.14,4442.58,0
65,13,52.0135,13.7291,-295.911,302.143,0
65,15,108.759,4.46313,-357.626,379.019,0
65,18,202.122,11.2725,-527.62,532.019,0
65,20,263.333,6.78484,-666.025,643.96,0
65,22,586.793,-25.1967,-870.707,959.985,0
65,25,1060.87,45.6071,-1338.42,1141.96,0
65,27,1016.31,73.43,-1772.85,1757.64,0
65,29,1041.07,103.517,-2070.85,1982.08,0
65,32,1901.52,20.9066,-2803.86,2985.54,0
65,34,2036.07,58.8817,-3449.37,4287.11,0
