pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
1.06368,0.721088,1.10012,0.721088,1.12692,0.721088,All
1.06573,0.722789,1.10204,0.722789,1.12742,0.722789,All
1.06717,0.72449,1.10238,0.72449,1.13066,0.72449,All
1.07149,0.72619,1.10287,0.72619,1.13074,0.72619,All
1.07202,0.727891,1.10535,0.727891,1.13438,0.727891,All
1.07309,0.729592,1.10684,0.729592,1.13701,0.729592,All
1.08552,0.731293,1.109,0.731293,1.13853,0.731293,All
1.08678,0.732993,1.10913,0.732993,1.14101,0.732993,All
1.08766,0.734694,1.11623,0.734694,1.14194,0.734694,All
1.09137,0.736395,1.11822,0.736395,1.14377,0.736395,All
1.09395,0.738095,1.11882,0.738095,1.14593,0.738095,All
1.1032,0.739796,1.11907,0.739796,1.14612,0.739796,All
1.10451,0.741497,1.12297,0.741497,1.15205,0.741497,All
1.10522,0.743197,1.12528,0.743197,1.15349,0.743197,All
1.10745,0.744898,1.12609,0.744898,1.15575,0.744898,All
1.10961,0.746599,1.12743,0.746599,1.15633,0.746599,All
1.11518,0.748299,1.12772,0.748299,1.1584,0.748299,All
1.11675,0.75,1.12857,0.75,1.16034,0.75,All
1.11696,0.751701,1.129,0.751701,1.16323,0.751701,All
1.11801,0.753401,1.13069,0.753401,1.16327,0.753401,All
1.11862,0.755102,1.13228,0.755102,1.16409,0.755102,All
1.11871,0.756803,1.13688,0.756803,1.16653,0.756803,All
1.12425,0.758503,1.14025,0.758503,1.17235,0.758503,All
1.1276,0.760204,1.14538,0.760204,1.17608,0.760204,All
1.12766,0.761905,1.14591,0.761905,1.17642,0.761905,All
1.12932,0.763605,1.14595,0.763605,1.17676,0.763605,All
1.13432,0.765306,1.14606,0.765306,1.17737,0.765306,All
1.14147,0.767007,1.14647,0.767007,1.17993,0.767007,All
1.14331,0.768707,1.14878,0.768707,1.18578,0.768707,All
1.14693,0.770408,1.14997,0.770408,1.18675,0.770408,All
1.14808,0.772109,1.1507,0.772109,1.18781,0.772109,All
1.1521,0.77381,1.15163,0.77381,1.18886,0.77381,All
1.1585,0.77551,1.15239,0.77551,1.19024,0.77551,All
1.16148,0.777211,1.1539,0.777211,1.19079,0.777211,All
1.16306,0.778912,1.15417,0.778912,1.19128,0.778912,All
1.16352,0.780612,1.1603,0.780612,1.19223,0.780612,All
1.16527,0.782313,1.16109,0.782313,1.19378,0.782313,All
1.16859,0.784014,1.16247,0.784014,1.19959,0.784014,All
1.16995,0.785714,1.16356,0.785714,1.20757,0.785714,All
1.17043,0.787415,1.17201,0.787415,1.21015,0.787415,All
1.17205,0.789116,1.17342,0.789116,1.21283,0.789116,All
1.18226,0.790816,1.17511,0.790816,1.21769,0.790816,All
1.18812,0.792517,1.17559,0.792517,1.21817,0.792517,All
1.19156,0.794218,1.17971,0.794218,1.21826,0.794218,All
1.19569,0.795918,1.1852,0.795918,1.22056,0.795918,All
1.20952,0.797619,1.18572,0.797619,1.22359,0.797619,All
1.21012,0.79932,1.187,0.79932,1.22579,0.79932,All
1.21671,0.80102,1.18999,0.80102,1.23086,0.80102,All
1.21764,0.802721,1.19029,0.802721,1.23102,0.802721,All
1.22245,0.804422,1.19054,0.804422,1.24009,0.804422,All
1.23328,0.806122,1.19524,0.806122,1.24334,0.806122,All
1.23703,0.807823,1.19616,0.807823,1.24442,0.807823,All
1.23826,0.809524,1.19885,0.809524,1.24937,0.809524,All
1.23986,0.811224,1.20302,0.811224,1.25529,0.811224,All
1.24419,0.812925,1.20308,0.812925,1.25629,0.812925,All
1.25242,0.814626,1.20651,0.814626,1.2579,0.814626,All
1.25616,0.816327,1.20859,0.816327,1.26207,0.816327,All
1.25668,0.818027,1.21183,0.818027,1.26305,0.818027,All
1.25714,0.819728,1.21448,0.819728,1.26949,0.819728,All
1.26073,0.821429,1.21477,0.821429,1.27644,0.821429,All
1.26094,0.823129,1.21613,0.823129,1.27712,0.823129,All
1.2614,0.82483,1.22392,0.82483,1.28311,0.82483,All
1.26696,0.826531,1.22565,0.826531,1.28458,0.826531,All
1.27267,0.828231,1.22793,0.828231,1.28543,0.828231,All
1.28785,0.829932,1.23219,0.829932,1.28828,0.829932,All
1.29215,0.831633,1.23887,0.831633,1.29991,0.831633,All
1.29264,0.833333,1.24518,0.833333,1.31603,0.833333,All
1.29778,0.835034,1.24651,0.835034,1.31684,0.835034,All
1.29856,0.836735,1.24666,0.836735,1.33005,0.836735,All
1.31689,0.838435,1.25356,0.838435,1.33892,0.838435,All
1.32296,0.840136,1.25496,0.840136,1.34722,0.840136,All
1.32879,0.841837,1.255,0.841837,1.34731,0.841837,All
1.33251,0.843537,1.25676,0.843537,1.34887,0.843537,All
1.3344,0.845238,1.25788,0.845238,1.349,0.845238,All
1.3381,0.846939,1.25793,0.846939,1.35199,0.846939,All
1.33974,0.848639,1.26575,0.848639,1.36314,0.848639,All
1.34368,0.85034,1.26733,0.85034,1.36357,0.85034,All
1.35494,0.852041,1.27152,0.852041,1.36741,0.852041,All
1.36575,0.853741,1.2721,0.853741,1.37815,0.853741,All
1.36678,0.855442,1.27384,0.855442,1.37867,0.855442,All
1.37026,0.857143,1.27488,0.857143,1.38082,0.857143,All
1.37132,0.858844,1.27559,0.858844,1.38269,0.858844,All
1.37395,0.860544,1.28105,0.860544,1.39046,0.860544,All
1.37703,0.862245,1.28361,0.862245,1.3923,0.862245,All
1.37927,0.863946,1.28902,0.863946,1.39315,0.863946,All
1.38041,0.865646,1.29249,0.865646,1.39584,0.865646,All
1.38272,0.867347,1.29459,0.867347,1.39606,0.867347,All
1.38486,0.869048,1.29728,0.869048,1.40136,0.869048,All
1.38497,0.870748,1.2973,0.870748,1.40254,0.870748,All
1.40408,0.872449,1.29997,0.872449,1.40733,0.872449,All
1.40493,0.87415,1.30601,0.87415,1.412,0.87415,All
1.40789,0.87585,1.31436,0.87585,1.41704,0.87585,All
1.40912,0.877551,1.31482,0.877551,1.41936,0.877551,All
1.41292,0.879252,1.31657,0.879252,1.43105,0.879252,All
1.41658,0.880952,1.31677,0.880952,1.44904,0.880952,All
1.42165,0.882653,1.32119,0.882653,1.45665,0.882653,All
1.42546,0.884354,1.32248,0.884354,1.45811,0.884354,All
1.4282,0.886054,1.32821,0.886054,1.45967,0.886054,All
1.43255,0.887755,1.33135,0.887755,1.46981,0.887755,All
1.4333,0.889456,1.33187,0.889456,1.47291,0.889456,All
1.43441,0.891156,1.3398,0.891156,1.47471,0.891156,All
1.43859,0.892857,1.34626,0.892857,1.47893,0.892857,All
1.44452,0.894558,1.34802,0.894558,1.48116,0.894558,All
1.44535,0.896259,1.3484,0.896259,1.48582,0.896259,All
1.44743,0.897959,1.35499,0.897959,1.48927,0.897959,All
1.44792,0.89966,1.36521,0.89966,1.49119,0.89966,All
1.47485,0.901361,1.37283,0.901361,1.49763,0.901361,All
1.48451,0.903061,1.37653,0.903061,1.50519,0.903061,All
1.48776,0.904762,1.38668,0.904762,1.50601,0.904762,All
1.4916,0.906463,1.38931,0.906463,1.50643,0.906463,All
1.504,0.908163,1.39525,0.908163,1.51165,0.908163,All
1.50706,0.909864,1.40614,0.909864,1.51632,0.909864,All
1.5142,0.911565,1.4072,0.911565,1.51914,0.911565,All
1.53308,0.913265,1.40737,0.913265,1.52035,0.913265,All
1.53637,0.914966,1.40747,0.914966,1.53934,0.914966,All
1.55046,0.916667,1.40859,0.916667,1.53974,0.916667,All
1.5605,0.918367,1.40942,0.918367,1.54583,0.918367,All
1.56079,0.920068,1.41456,0.920068,1.54625,0.920068,All
1.56418,0.921769,1.41898,0.921769,1.55239,0.921769,All
1.56578,0.923469,1.42042,0.923469,1.56208,0.923469,All
1.5659,0.92517,1.4207,0.92517,1.5641,0.92517,All
1.58611,0.926871,1.42203,0.926871,1.57488,0.926871,All
1.5944,0.928571,1.44727,0.928571,1.6196,0.928571,All
1.60416,0.930272,1.44917,0.930272,1.61964,0.930272,All
1.60462,0.931973,1.45369,0.931973,1.62811,0.931973,All
1.62054,0.933673,1.45383,0.933673,1.63551,0.933673,All
1.62164,0.935374,1.45711,0.935374,1.64956,0.935374,All
1.6373,0.937075,1.46085,0.937075,1.66008,0.937075,All
1.64195,0.938776,1.46106,0.938776,1.66443,0.938776,All
1.64503,0.940476,1.46321,0.940476,1.66691,0.940476,All
1.65005,0.942177,1.46661,0.942177,1.66936,0.942177,All
1.65079,0.943878,1.47772,0.943878,1.69338,0.943878,All
1.65624,0.945578,1.48042,0.945578,1.69744,0.945578,All
1.6573,0.947279,1.48198,0.947279,1.69775,0.947279,All
1.65863,0.94898,1.48422,0.94898,1.70142,0.94898,All
1.65871,0.95068,1.48741,0.95068,1.70376,0.95068,All
1.65958,0.952381,1.51322,0.952381,1.70643,0.952381,All
1.68977,0.954082,1.51785,0.954082,1.71289,0.954082,All
1.6916,0.955782,1.52856,0.955782,1.71372,0.955782,All
1.71943,0.957483,1.5318,0.957483,1.71989,0.957483,All
1.73645,0.959184,1.53207,0.959184,1.73053,0.959184,All
1.7376,0.960884,1.53638,0.960884,1.73437,0.960884,All
1.74462,0.962585,1.53944,0.962585,1.74567,0.962585,All
1.77689,0.964286,1.54854,0.964286,1.74756,0.964286,All
1.78449,0.965986,1.55035,0.965986,1.74984,0.965986,All
1.79449,0.967687,1.57138,0.967687,1.75746,0.967687,All
1.84937,0.969388,1.57298,0.969388,1.76121,0.969388,All
1.89486,0.971088,1.57478,0.971088,1.76258,0.971088,All
1.90317,0.972789,1.58415,0.972789,1.81497,0.972789,All
1.91247,0.97449,1.59348,0.97449,1.81589,0.97449,All
1.91582,0.97619,1.60085,0.97619,1.82183,0.97619,All
1.92335,0.977891,1.60368,0.977891,1.85105,0.977891,All
1.93683,0.979592,1.63176,0.979592,1.87629,0.979592,All
1.9477,0.981293,1.65193,0.981293,1.92585,0.981293,All
1.9492,0.982993,1.65266,0.982993,1.94509,0.982993,All
2.04014,0.984694,1.67555,0.984694,1.98125,0.984694,All
2.0523,0.986395,1.68636,0.986395,2.02663,0.986395,All
2.06917,0.988095,1.69912,0.988095,2.06234,0.988095,All
2.12365,0.989796,1.70697,0.989796,2.08968,0.989796,All
2.2915,0.991497,1.72314,0.991497,2.17074,0.991497,All
2.30831,0.993197,1.74642,0.993197,2.17462,0.993197,All
2.3201,0.994898,1.78391,0.994898,2.22984,0.994898,All
2.64813,0.996599,1.93078,0.996599,2.53503,0.996599,All
2.69133,0.998299,1.96945,0.998299,2.65586,0.998299,All
2.89937,1,2.02979,1,2.75049,1,All
4,1,4,1,4,1,All
