ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
61,29,30.6429,0.87858,0.87858,32.0611,0.881067,0.881067,31.1054,0.908963,0.908963,30.6429,0.999355,0.999355,0,All,#4682B4,0
61,32,43.6562,0.616736,0.616736,45.8907,0.703852,0.703852,44.3837,0.728663,0.728663,43.6562,0.680501,0.680501,0,All,#4682B4,0
61,34,55.2735,0.533734,0.533734,58.2846,0.541981,0.541981,56.2528,0.562527,0.562527,55.2735,0.598796,0.598796,0,All,#4682B4,0
62,13,4.63851,0.795963,0.795963,4.35179,0.914002,0.914002,4.41808,0.899885,0.899885,4.63851,0.899257,0.899257,0,All,#4682B4,0
62,15,5.87476,0.956721,0.956721,5.45777,1.06284,1.06284,5.55381,1.04399,1.04399,5.87476,0.994842,0.994842,0,All,#4682B4,0
62,18,8.36963,0.942536,0.942536,7.66197,1.01586,1.01586,7.82404,0.99426,0.99426,8.36963,0.920975,0.920975,0,All,#4682B4,0
62,20,10.597,1.05943,1.05943,9.60623,1.27662,1.27662,9.83226,1.24666,1.24666,10.597,1.05773,1.05773,0,All,#4682B4,0
62,22,13.417,0.888713,0.888713,12.0438,1.03626,1.03626,12.3559,1.00941,1.00941,13.417,0.879917,0.879917,0,All,#4682B4,0
62,25,19.1147,0.735279,0.735279,16.9075,0.943049,0.943049,17.4062,0.915258,0.915258,19.1147,0.795391,0.795391,0,All,#4682B4,0
62,27,24.2017,0.808808,0.808808,21.1983,0.896102,0.896102,21.8744,0.867576,0.867576,24.2017,0.807168,0.807168,0,All,#4682B4,0
62,29,30.6429,0.698853,0.698853,26.5775,0.80436,0.80436,27.4892,0.776795,0.776795,30.6429,0.700165,0.700165,0,All,#4682B4,0
62,32,43.6562,0.588616,0.588616,37.311,0.780167,0.780167,38.7256,0.750687,0.750687,43.6562,0.674247,0.674247,0,All,#4682B4,0
62,34,55.2735,0.484299,0.484299,46.7785,0.666925,0.666925,48.665,0.64003,0.64003,55.2735,0.532564,0.532564,0,All,#4682B4,0
63,13,4.63851,0.449683,0.449683,4.4254,0.566152,0.566152,4.39089,0.570812,0.570812,4.63851,0.428363,0.428363,0,All,#4682B4,0
63,15,5.87476,0.665086,0.665086,5.56443,0.631977,0.631977,5.51439,0.637955,0.637955,5.87476,0.691337,0.691337,0,All,#4682B4,0
63,18,8.36963,0.896327,0.896327,7.84199,0.931684,0.931684,7.75745,0.942129,0.942129,8.36963,0.892951,0.892951,0,All,#4682B4,0
63,20,10.597,0.931253,0.931253,9.85733,1.12295,1.12295,9.73934,1.13688,1.13688,10.597,0.928893,0.928893,0,All,#4682B4,0
63,22,13.417,1.02273,1.02273,12.3906,1.07968,1.07968,12.2275,1.09444,1.09444,13.417,1.13074,1.13074,0,All,#4682B4,0
63,25,19.1147,1.05316,1.05316,17.4617,1.15409,1.15409,17.2008,1.17201,1.17201,19.1147,1.10262,1.10262,0,All,#4682B4,0
63,27,24.2017,0.621525,0.621525,21.9497,0.736331,0.736331,21.5958,0.748839,0.748839,24.2017,0.708509,0.708509,0,All,#4682B4,0
63,29,30.6429,0.66562,0.66562,27.5909,0.811132,0.811132,27.1132,0.825895,0.825895,30.6429,0.658263,0.658263,0,All,#4682B4,0
63,32,43.6562,0.660436,0.660436,38.8837,0.752729,0.752729,38.1416,0.767897,0.767897,43.6562,0.680437,0.680437,0,All,#4682B4,0
63,34,55.2735,0.538083,0.538083,48.8761,0.690828,0.690828,47.8857,0.705672,0.705672,55.2735,0.639672,0.639672,0,All,#4682B4,0
64,13,4.63851,0.419497,0.419497,4.60537,0.44275,0.44275,4.54291,0.449207,0.449207,4.63851,0.440867,0.440867,0,All,#4682B4,0
64,15,5.87476,0.846306,0.846306,5.82637,0.858523,0.858523,5.73527,0.872586,0.872586,5.87476,0.877224,0.877224,0,All,#4682B4,0
64,18,8.36963,0.938115,0.938115,8.28698,0.957485,0.957485,8.13176,0.976274,0.976274,8.36963,1.0243,1.0243,0,All,#4682B4,0
64,20,10.597,0.77729,0.77729,10.4808,1.04816,1.04816,10.2629,1.07099,1.07099,10.597,0.877468,0.877468,0,All,#4682B4,0
64,22,13.417,1.25242,1.25242,13.2552,1.27556,1.27556,12.9524,1.30601,1.30601,13.417,1.25629,1.25629,0,All,#4682B4,0
64,25,19.1147,1.0415,1.0415,18.853,1.07358,1.07358,18.3643,1.10287,1.10287,19.1147,1.1128,1.1128,0,All,#4682B4,0
64,27,24.2017,0.767087,0.767087,23.8441,0.936645,0.936645,23.1773,0.964362,0.964362,24.2017,0.85746,0.85746,0,All,#4682B4,0
64,29,30.6429,0.78801,0.78801,30.1568,0.870683,0.870683,29.2519,0.898448,0.898448,30.6429,0.797609,0.797609,0,All,#4682B4,0
64,32,43.6562,0.691976,0.691976,42.8926,0.813389,0.813389,41.4747,0.842115,0.842115,43.6562,0.841797,0.841797,0,All,#4682B4,0
64,34,55.2735,0.491731,0.491731,54.2469,0.719928,0.719928,52.3435,0.747084,0.747084,55.2735,0.660328,0.660328,0,All,#4682B4,0
65,13,4.63851,0.230155,0.230155,4.72691,0.268698,0.268698,4.64305,0.274036,0.274036,4.63851,0.203548,0.203548,0,All,#4682B4,0
65,15,5.87476,0.46619,0.46619,6.00414,0.459679,0.459679,5.8814,0.469832,0.469832,5.87476,0.492785,0.492785,0,All,#4682B4,0
65,18,8.36963,0.607131,0.607131,8.59129,0.605054,0.605054,8.381,0.62091,0.62091,8.36963,0.63015,0.63015,0,All,#4682B4,0
65,20,10.597,0.62818,0.62818,10.9093,0.621493,0.621493,10.613,0.639595,0.639595,10.597,0.622009,0.622009,0,All,#4682B4,0
65,22,13.417,1.0582,1.0582,13.8526,1.11092,1.11092,13.4393,1.14591,1.14591,13.417,1.06261,1.06261,0,All,#4682B4,0
65,25,19.1147,1.38041,1.38041,19.8214,1.41071,1.41071,19.1507,1.46106,1.46106,19.1147,1.49763,1.49763,0,All,#4682B4,0
65,27,24.2017,0.898146,0.898146,25.1694,1.05771,1.05771,24.251,1.09878,1.09878,24.2017,0.962008,0.962008,0,All,#4682B4,0
65,29,30.6429,0.756207,0.756207,31.961,0.848051,0.848051,30.71,0.883692,0.883692,30.6429,0.820028,0.820028,0,All,#4682B4,0
65,32,43.6562,1.00272,1.00272,45.7327,1.08994,1.08994,43.7616,1.14025,1.14025,43.6562,1.10354,1.10354,0,All,#4682B4,0
65,34,55.2735,0.806263,0.806263,58.0714,0.914888,0.914888,55.4153,0.960025,0.960025,55.2735,0.892029,0.892029,0,All,#4682B4,0
