ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
25,26,21.5087,0.547671,0.547671,17.6042,0.730556,0.730556,17.0431,0.755491,0.755491,21.5087,0.592206,0.592206,0,All,#4682B4,0
25,28,27.233,0.622161,0.622161,21.9485,0.82551,0.82551,21.196,0.855769,0.855769,27.233,0.75235,0.75235,0,All,#4682B4,0
25,30,34.4804,0.359964,0.359964,27.3648,0.520935,0.520935,26.3609,0.541798,0.541798,34.4804,0.394407,0.394407,0,All,#4682B4,0
25,32,43.656,0.436408,0.436408,34.117,0.586366,0.586366,32.7836,0.611307,0.611307,43.656,0.48163,0.48163,0,All,#4682B4,0
25,34,55.2734,0.658176,0.658176,42.5355,0.879818,0.879818,40.7714,0.919047,0.919047,55.2734,0.736323,0.736323,0,All,#4682B4,0
25,36,69.9834,0.645519,0.645519,53.0328,0.92401,0.92401,50.7067,0.967629,0.967629,69.9834,0.809708,0.809708,0,All,#4682B4,0
25,38,88.6094,0.604479,0.604479,66.1189,0.874633,0.874633,63.0615,0.91834,0.91834,88.6094,0.744874,0.744874,0,All,#4682B4,0
26,22,13.4131,0.189807,0.189807,10.3743,0.325311,0.325311,10.1808,0.332005,0.332005,13.4131,0.217425,0.217425,0,All,#4682B4,0
26,24,16.9879,0.331256,0.331256,12.8358,0.464825,0.464825,12.5748,0.475031,0.475031,16.9879,0.393342,0.393342,0,All,#4682B4,0
26,26,21.5087,0.349028,0.349028,15.8768,0.54209,0.54209,15.5274,0.554893,0.554893,21.5087,0.317842,0.317842,0,All,#4682B4,0
26,28,27.233,0.417982,0.417982,19.6381,0.72337,0.72337,19.173,0.741568,0.741568,27.233,0.472253,0.472253,0,All,#4682B4,0
26,30,34.4804,0.415632,0.415632,24.2905,0.654403,0.654403,23.6747,0.672124,0.672124,34.4804,0.471612,0.471612,0,All,#4682B4,0
26,32,43.656,0.417082,0.417082,30.0445,0.691746,0.691746,29.2328,0.711701,0.711701,43.656,0.543208,0.543208,0,All,#4682B4,0
26,34,55.2734,0.41348,0.41348,37.1619,0.669943,0.669943,36.096,0.690518,0.690518,55.2734,0.470137,0.470137,0,All,#4682B4,0
26,36,69.9834,0.409661,0.409661,45.9658,0.732377,0.732377,44.5709,0.756139,0.756139,69.9834,0.528089,0.528089,0,All,#4682B4,0
26,38,88.6094,0.23565,0.23565,56.8546,0.599722,0.599722,55.0351,0.620438,0.620438,88.6094,0.361091,0.361091,0,All,#4682B4,0
27,14,5.21933,1.53308,1.53308,5.76861,1.24267,1.24267,5.70526,1.25676,1.25676,5.21933,1.47893,1.47893,0,All,#4682B4,0
27,16,6.61039,1.65863,1.65863,7.41124,1.53057,1.53057,7.31829,1.55035,1.55035,6.61039,1.66008,1.66008,0,All,#4682B4,0
27,19,9.41766,1.60416,1.60416,10.7875,1.50888,1.50888,10.627,1.53207,1.53207,9.41766,1.53974,1.53974,0,All,#4682B4,0
27,21,11.9239,1.5659,1.5659,13.855,1.43873,1.43873,13.6274,1.46321,1.46321,11.9239,1.64956,1.64956,0,All,#4682B4,0
27,23,15.0971,1.64195,1.64195,17.7945,1.42721,1.42721,17.4746,1.45383,1.45383,15.0971,1.69775,1.69775,0,All,#4682B4,0
27,26,21.5082,1.26073,1.26073,25.9009,1.15522,1.15522,25.3751,1.17971,1.17971,21.5082,1.28543,1.28543,0,All,#4682B4,0
27,28,27.2322,0.903974,0.903974,33.2658,0.748381,0.748381,32.5391,0.765694,0.765694,27.2322,1.01259,1.01259,0,All,#4682B4,0
27,30,34.48,0.877866,0.877866,42.7252,0.732644,0.732644,41.7261,0.750829,0.750829,34.48,0.991866,0.991866,0,All,#4682B4,0
27,33,49.1227,0.816891,0.816891,62.1885,0.67106,0.67106,60.5907,0.689465,0.689465,49.1227,0.928913,0.928913,0,All,#4682B4,0
27,34,55.273,0.7197,0.7197,70.4787,0.620508,0.620508,68.6135,0.638106,0.638106,55.273,0.858031,0.858031,0,All,#4682B4,0
28,14,5.21933,1.16527,1.16527,5.30632,1.18144,1.18144,5.24245,1.19616,1.19616,5.21933,1.22359,1.22359,0,All,#4682B4,0
28,16,6.61039,1.29215,1.29215,6.73645,1.35359,1.35359,6.64387,1.37283,1.37283,6.61039,1.20757,1.20757,0,All,#4682B4,0
28,19,9.41766,1.42546,1.42546,9.63131,1.46272,1.46272,9.47433,1.48741,1.48741,9.41766,1.39046,1.39046,0,All,#4682B4,0
28,21,11.9239,1.13432,1.13432,12.2233,1.26002,1.26002,12.0033,1.28361,1.28361,11.9239,1.13853,1.13853,0,All,#4682B4,0
28,23,15.0971,1.0476,1.0476,15.5127,1.12751,1.12751,15.2071,1.1507,1.1507,15.0971,1.06321,1.06321,0,All,#4682B4,0
28,26,21.5082,1.06573,1.06573,22.1788,1.12038,1.12038,21.6855,1.14647,1.14647,21.5082,1.13701,1.13701,0,All,#4682B4,0
28,28,27.2322,0.570265,0.570265,28.1475,0.597159,0.597159,27.474,0.612456,0.612456,27.2322,0.605051,0.605051,0,All,#4682B4,0
28,30,34.48,0.762094,0.762094,35.7233,0.752231,0.752231,34.8082,0.772713,0.772713,34.48,0.862998,0.862998,0,All,#4682B4,0
28,33,49.1227,0.451885,0.451885,51.0745,0.568059,0.568059,49.6373,0.585285,0.585285,49.1227,0.539227,0.539227,0,All,#4682B4,0
28,34,55.273,0.42645,0.42645,57.5371,0.524409,0.524409,55.8696,0.540862,0.540862,55.273,0.497319,0.497319,0,All,#4682B4,0
29,14,5.21933,1.33251,1.33251,5.61461,1.3385,1.3385,5.58286,1.34626,1.34626,5.21933,1.34887,1.34887,0,All,#4682B4,0
29,16,6.61039,1.32296,1.32296,7.18556,1.2081,1.2081,7.13914,1.21613,1.21613,6.61039,1.40733,1.40733,0,All,#4682B4,0
29,19,9.41766,1.10961,1.10961,10.3985,1.18066,1.18066,10.3188,1.18999,1.18999,9.41766,1.17676,1.17676,0,All,#4682B4,0
29,21,11.9239,1.47485,1.47485,13.3039,1.44825,1.44825,13.1912,1.46085,1.46085,11.9239,1.44904,1.44904,0,All,#4682B4,0
29,23,15.0971,1.44452,1.44452,17.0208,1.39527,1.39527,16.863,1.40859,1.40859,15.0971,1.45967,1.45967,0,All,#4682B4,0
29,26,21.5082,1.01263,1.01263,24.6314,1.07501,1.07501,24.3734,1.08668,1.08668,21.5082,1.08669,1.08669,0,All,#4682B4,0
29,28,27.2322,1.00619,1.00619,31.5133,0.958442,0.958442,31.1578,0.969682,0.969682,27.2322,1.11963,1.11963,0,All,#4682B4,0
29,30,34.48,1.02712,1.02712,40.3185,1.01639,1.01639,39.8316,1.02914,1.02914,34.48,1.19128,1.19128,0,All,#4682B4,0
29,33,49.1227,0.898924,0.898924,58.3461,0.756777,0.756777,57.5714,0.767322,0.767322,49.1227,0.978728,0.978728,0,All,#4682B4,0
29,34,55.273,0.547996,0.547996,65.9958,0.515566,0.515566,65.0929,0.523089,0.523089,55.273,0.622011,0.622011,0,All,#4682B4,0
30,14,5.21933,1.64503,1.64503,5.73482,1.66942,1.66942,5.63615,1.69912,1.69912,5.21933,1.66443,1.66443,0,All,#4682B4,0
30,16,6.61039,1.77689,1.77689,7.36166,1.67291,1.67291,7.21708,1.70697,1.70697,6.61039,1.76258,1.76258,0,All,#4682B4,0
30,19,9.41766,1.14331,1.14331,10.7018,1.05514,1.05514,10.4527,1.08093,1.08093,9.41766,1.21826,1.21826,0,All,#4682B4,0
30,21,11.9239,1.16148,1.16148,13.7335,1.0488,1.0488,13.3806,1.07718,1.07718,11.9239,1.25529,1.25529,0,All,#4682B4,0
30,23,15.0971,1.38497,1.38497,17.6236,1.29317,1.29317,17.1282,1.33135,1.33135,15.0971,1.40254,1.40254,0,All,#4682B4,0
30,26,21.5082,1.10451,1.10451,25.6199,0.99012,0.99012,24.8073,1.02344,1.02344,21.5082,1.09874,1.09874,0,All,#4682B4,0
30,28,27.2322,0.841709,0.841709,32.8773,0.742305,0.742305,31.7556,0.769474,0.769474,27.2322,0.961303,0.961303,0,All,#4682B4,0
30,30,34.48,1.04764,1.04764,42.1908,0.978641,0.978641,40.6507,1.01674,1.01674,34.48,1.04362,1.04362,0,All,#4682B4,0
30,33,49.1227,1.00433,1.00433,61.3335,0.923269,0.923269,58.8751,0.962942,0.962942,49.1227,1.12177,1.12177,0,All,#4682B4,0
30,34,55.273,0.631455,0.631455,69.4803,0.525882,0.525882,66.6124,0.54968,0.54968,55.273,0.712204,0.712204,0,All,#4682B4,0
31,14,5.21933,0.749963,0.749963,5.41254,0.723557,0.723557,5.37265,0.729128,0.729128,5.21933,0.763002,0.763002,0,All,#4682B4,0
31,16,6.61039,1.3381,1.3381,6.89078,1.31112,1.31112,6.83278,1.32248,1.32248,6.61039,1.39606,1.39606,0,All,#4682B4,0
31,19,9.41766,0.951629,0.951629,9.8939,1.00054,1.00054,9.79507,1.0109,1.0109,9.41766,0.923822,0.923822,0,All,#4682B4,0
31,21,11.9239,1.4333,1.4333,12.5922,1.31687,1.31687,12.4532,1.33187,1.33187,11.9239,1.43105,1.43105,0,All,#4682B4,0
31,23,15.0971,1.21764,1.21764,16.0261,1.25584,1.25584,15.8325,1.27152,1.27152,15.0971,1.18781,1.18781,0,All,#4682B4,0
31,26,21.5082,1.09137,1.09137,23.0104,1.12939,1.12939,22.6965,1.14538,1.14538,21.5082,1.18675,1.18675,0,All,#4682B4,0
31,28,27.2322,0.78277,0.78277,29.2857,0.811316,0.811316,28.8556,0.823809,0.823809,27.2322,0.857148,0.857148,0,All,#4682B4,0
31,30,34.48,1.04572,1.04572,37.2732,1.07855,1.07855,36.6871,1.09622,1.09622,34.48,1.15205,1.15205,0,All,#4682B4,0
31,33,49.1227,0.927709,0.927709,53.5172,0.898348,0.898348,52.5923,0.914621,0.914621,49.1227,1.01095,1.01095,0,All,#4682B4,0
31,34,55.273,0.555939,0.555939,60.3746,0.587603,0.587603,59.2996,0.598742,0.598742,55.273,0.603302,0.603302,0,All,#4682B4,0
32,14,5.21933,0.308195,0.308195,5.01883,0.34333,0.34333,4.91425,0.351209,0.351209,5.21933,0.250259,0.250259,0,All,#4682B4,0
32,16,6.61039,0.719219,0.719219,6.32096,0.749802,0.749802,6.17064,0.768722,0.768722,6.61039,0.756037,0.756037,0,All,#4682B4,0
32,19,9.41766,0.87716,0.87716,8.93008,0.968314,0.968314,8.67847,0.997167,0.997167,9.41766,0.898294,0.898294,0,All,#4682B4,0
32,21,11.9239,0.800739,0.800739,11.2435,0.861836,0.861836,10.8938,0.890358,0.890358,11.9239,0.833595,0.833595,0,All,#4682B4,0
32,23,15.0971,1.34368,1.34368,14.1561,1.61766,1.61766,13.6747,1.67555,1.67555,15.0971,1.37815,1.37815,0,All,#4682B4,0
32,26,21.5082,1.04284,1.04284,19.9989,1.15585,1.15585,19.2318,1.20302,1.20302,21.5082,1.18886,1.18886,0,All,#4682B4,0
32,28,27.2322,0.56712,0.56712,25.1801,0.639045,0.639045,24.1417,0.667689,0.667689,27.2322,0.539417,0.539417,0,All,#4682B4,0
32,30,34.48,0.516181,0.516181,31.7035,0.62375,0.62375,30.3045,0.653786,0.653786,34.48,0.593001,0.593001,0,All,#4682B4,0
32,33,49.1227,0.446972,0.446972,44.7896,0.593329,0.593329,42.6203,0.624895,0.624895,49.1227,0.500544,0.500544,0,All,#4682B4,0
32,34,55.273,0.262636,0.262636,50.2571,0.351266,0.351266,47.7517,0.371106,0.371106,55.273,0.325657,0.325657,0,All,#4682B4,0
33,11,3.66351,0.335583,0.335583,3.36445,0.426519,0.426519,3.38267,0.424077,0.424077,3.66351,0.330689,0.330689,0,All,#4682B4,0
33,12,4.12295,0.256014,0.256014,3.75718,0.321722,0.321722,3.77938,0.319674,0.319674,4.12295,0.21892,0.21892,0,All,#4682B4,0
33,13,4.63991,0.248557,0.248557,4.19563,0.354627,0.354627,4.22249,0.3522,0.3522,4.63991,0.322902,0.322902,0,All,#4682B4,0
33,14,5.22094,0.520031,0.520031,4.68464,0.58073,0.58073,4.71695,0.576568,0.576568,5.22094,0.521575,0.521575,0,All,#4682B4,0
33,17,7.43817,0.731473,0.731473,6.52086,0.807579,0.807579,6.57552,0.800644,0.800644,7.43817,0.751075,0.751075,0,All,#4682B4,0
33,18,8.36956,0.80002,0.80002,7.28085,0.905783,0.905783,7.34547,0.897578,0.897578,8.36956,0.796675,0.796675,0,All,#4682B4,0
33,19,9.41765,0.755196,0.755196,8.12943,0.854984,0.854984,8.20562,0.846796,0.846796,9.41765,0.771321,0.771321,0,All,#4682B4,0
33,20,10.5968,1.14808,1.14808,9.07678,1.2676,1.2676,9.16634,1.25496,1.25496,10.5968,1.16034,1.16034,0,All,#4682B4,0
33,25,19.1146,0.851531,0.851531,15.7512,1.13236,1.13236,15.9457,1.11822,1.11822,19.1146,0.817875,0.817875,0,All,#4682B4,0
33,26,21.5082,0.559793,0.559793,17.5866,0.623336,0.623336,17.8126,0.61509,0.61509,21.5082,0.57461,0.57461,0,All,#4682B4,0
33,27,24.2019,0.819451,0.819451,19.6363,1.04804,1.04804,19.8984,1.03388,1.03388,24.2019,0.934551,0.934551,0,All,#4682B4,0
33,28,27.2321,0.62501,0.62501,21.9252,0.94789,0.94789,22.2287,0.934582,0.934582,27.2321,0.75147,0.75147,0,All,#4682B4,0
33,32,43.6553,0.554028,0.554028,34.0755,0.841321,0.841321,34.615,0.82779,0.82779,43.6553,0.701461,0.701461,0,All,#4682B4,0
33,33,49.1224,0.49026,0.49026,38.0466,0.860745,0.860745,38.668,0.846481,0.846481,49.1224,0.655468,0.655468,0,All,#4682B4,0
33,34,55.2726,0.47562,0.47562,42.4813,0.770375,0.770375,43.1964,0.757178,0.757178,55.2726,0.610423,0.610423,0,All,#4682B4,0
34,11,3.66351,0.0408579,0.0408579,3.36349,-0.0268598,-0.0268598,3.38383,-0.0268598,-0.0268598,3.66351,0.0243491,0.0243491,0,All,#4682B4,0
34,12,4.12295,0.302879,0.302879,3.75602,0.483446,0.483446,3.78081,0.4801,0.4801,4.12295,0.356905,0.356905,0,All,#4682B4,0
34,13,4.63991,0.985326,0.985326,4.19422,1.08097,1.08097,4.22422,1.0731,1.0731,4.63991,0.901303,0.901303,0,All,#4682B4,0
34,14,5.22094,0.738658,0.738658,4.68295,0.940403,0.940403,4.71902,0.93301,0.93301,5.22094,0.796136,0.796136,0,All,#4682B4,0
34,17,7.43817,0.749444,0.749444,6.51801,0.987821,0.987821,6.57902,0.97841,0.97841,7.43817,0.829217,0.829217,0,All,#4682B4,0
34,18,8.36956,0.698725,0.698725,7.27747,0.964568,0.964568,7.34962,0.954836,0.954836,8.36956,0.75672,0.75672,0,All,#4682B4,0
34,19,9.41765,0.781616,0.781616,8.12545,0.984402,0.984402,8.21051,0.973926,0.973926,9.41765,0.829113,0.829113,0,All,#4682B4,0
34,20,10.5968,0.791444,0.791444,9.0721,0.963378,0.963378,9.17209,0.952584,0.952584,10.5968,0.861581,0.861581,0,All,#4682B4,0
34,25,19.1146,0.669022,0.669022,15.741,0.954349,0.954349,15.9582,0.940996,0.940996,19.1146,0.696702,0.696702,0,All,#4682B4,0
34,26,21.5082,0.778425,0.778425,17.5749,1.05566,1.05566,17.8271,1.04034,1.04034,21.5082,0.814718,0.814718,0,All,#4682B4,0
34,27,24.2019,0.704566,0.704566,19.6227,1.01595,1.01595,19.9152,1.00063,1.00063,24.2019,0.750321,0.750321,0,All,#4682B4,0
34,28,27.2321,0.738886,0.738886,21.9094,0.974131,0.974131,22.2482,0.958886,0.958886,27.2321,0.798671,0.798671,0,All,#4682B4,0
34,32,43.6553,0.420672,0.420672,34.0474,0.654903,0.654903,34.6497,0.643052,0.643052,43.6553,0.436099,0.436099,0,All,#4682B4,0
34,33,49.1224,0.369952,0.369952,38.0142,0.655626,0.655626,38.7081,0.643393,0.643393,49.1224,0.475533,0.475533,0,All,#4682B4,0
34,34,55.2726,0.34231,0.34231,42.4441,0.583858,0.583858,43.2424,0.572583,0.572583,55.2726,0.420035,0.420035,0,All,#4682B4,0
35,11,3.66351,0.383785,0.383785,3.46402,0.492577,0.492577,3.43673,0.496703,0.496703,3.66351,0.352837,0.352837,0,All,#4682B4,0
35,12,4.12295,0.647872,0.647872,3.87865,0.656781,0.656781,3.84532,0.662706,0.662706,4.12295,0.665451,0.665451,0,All,#4682B4,0
35,13,4.63991,0.659327,0.659327,4.34279,0.735989,0.735989,4.30237,0.743156,0.743156,4.63991,0.70231,0.70231,0,All,#4682B4,0
35,14,5.22094,0.595894,0.595894,4.86181,0.652894,0.652894,4.8131,0.659773,0.659773,5.22094,0.66897,0.66897,0,All,#4682B4,0
35,17,7.43817,0.761245,0.761245,6.82153,0.790567,0.790567,6.73864,0.800622,0.800622,7.43817,0.834686,0.834686,0,All,#4682B4,0
35,18,8.36956,0.84869,0.84869,7.63676,0.940751,0.940751,7.53854,0.953358,0.953358,8.36956,0.843037,0.843037,0,All,#4682B4,0
35,19,9.41765,0.947661,0.947661,8.54949,1.13004,1.13004,8.43345,1.14595,1.14595,9.41765,1.02412,1.02412,0,All,#4682B4,0
35,20,10.5968,0.977743,0.977743,9.57109,1.04056,1.04056,9.43441,1.05603,1.05603,10.5968,0.956957,0.956957,0,All,#4682B4,0
35,25,19.1146,0.972468,0.972468,16.8306,1.10475,1.10475,16.5307,1.12528,1.12528,19.1146,1.03492,1.03492,0,All,#4682B4,0
35,26,21.5082,0.798522,0.798522,18.8418,1.01912,1.01912,18.4927,1.03886,1.03886,21.5082,0.805762,0.805762,0,All,#4682B4,0
35,27,24.2019,0.663264,0.663264,21.0938,0.845387,0.845387,20.6881,0.862492,0.862492,24.2019,0.795218,0.795218,0,All,#4682B4,0
35,28,27.2321,0.65714,0.65714,23.6149,0.931203,0.931203,23.1441,0.950691,0.950691,27.2321,0.786626,0.786626,0,All,#4682B4,0
35,32,43.6553,0.574696,0.574696,37.0927,0.785546,0.785546,36.2488,0.804459,0.804459,43.6553,0.658173,0.658173,0,All,#4682B4,0
35,33,49.1224,0.597042,0.597042,41.5259,0.763943,0.763943,40.5519,0.782938,0.782938,49.1224,0.682428,0.682428,0,All,#4682B4,0
35,34,55.2726,0.518375,0.518375,46.4891,0.644806,0.644806,45.3661,0.661432,0.661432,55.2726,0.699708,0.699708,0,All,#4682B4,0
36,11,3.66351,0.345558,0.345558,3.48889,0.363232,0.363232,3.45905,0.366597,0.366597,3.66351,0.266814,0.266814,0,All,#4682B4,0
36,12,4.12295,0.442785,0.442785,3.90904,0.490886,0.490886,3.87258,0.495761,0.495761,4.12295,0.416556,0.416556,0,All,#4682B4,0
36,13,4.63991,0.335783,0.335783,4.37966,0.393793,0.393793,4.33542,0.398085,0.398085,4.63991,0.345684,0.345684,0,All,#4682B4,0
36,14,5.22094,0.431253,0.431253,4.90628,0.49454,0.49454,4.85293,0.500271,0.500271,5.22094,0.472857,0.472857,0,All,#4682B4,0
36,17,7.43817,0.740137,0.740137,6.89737,0.836721,0.836721,6.80641,0.848262,0.848262,7.43817,0.840693,0.840693,0,All,#4682B4,0
36,18,8.36956,0.842965,0.842965,7.72668,0.963836,0.963836,7.61883,0.977859,0.977859,8.36956,0.865637,0.865637,0,All,#4682B4,0
36,19,9.41765,1.07309,1.07309,8.65578,1.18497,1.18497,8.52831,1.20308,1.20308,9.41765,1.12496,1.12496,0,All,#4682B4,0
36,20,10.5968,0.84087,0.84087,9.69638,0.837158,0.837158,9.54613,0.850757,0.850757,10.5968,0.832123,0.832123,0,All,#4682B4,0
36,25,19.1146,1.11862,1.11862,17.1065,1.42842,1.42842,16.7758,1.45711,1.45711,19.1146,1.21015,1.21015,0,All,#4682B4,0
36,26,21.5082,0.900897,0.900897,19.1631,1.0863,1.0863,18.7779,1.10913,1.10913,21.5082,1.00848,1.00848,0,All,#4682B4,0
36,27,24.2019,0.767496,0.767496,21.4675,0.954584,0.954584,21.0195,0.975499,0.975499,24.2019,0.849671,0.849671,0,All,#4682B4,0
36,28,27.2321,0.731325,0.731325,24.0488,0.80913,0.80913,23.5287,0.827609,0.827609,27.2321,0.800368,0.800368,0,All,#4682B4,0
36,32,43.6553,0.500262,0.500262,37.8727,0.688184,0.688184,36.9381,0.706276,0.706276,43.6553,0.619546,0.619546,0,All,#4682B4,0
36,33,49.1224,0.569063,0.569063,42.4268,0.734408,0.734408,41.3474,0.754282,0.754282,49.1224,0.699568,0.699568,0,All,#4682B4,0
36,34,55.2726,0.487404,0.487404,47.5284,0.702371,0.702371,46.2832,0.72199,0.72199,55.2726,0.588778,0.588778,0,All,#4682B4,0
37,11,3.66351,0.855576,0.855576,3.77547,0.871675,0.871675,3.72729,0.883292,0.883292,3.66351,0.892404,0.892404,0,All,#4682B4,0
37,12,4.12295,0.744743,0.744743,4.2606,0.746418,0.746418,4.20131,0.757331,0.757331,4.12295,0.782109,0.782109,0,All,#4682B4,0
37,13,4.63991,0.931469,0.931469,4.80796,0.928773,0.928773,4.73552,0.943392,0.943392,4.63991,0.956863,0.956863,0,All,#4682B4,0
37,14,5.22094,0.81097,0.81097,5.42486,0.784898,0.784898,5.33689,0.798279,0.798279,5.22094,0.752068,0.752068,0,All,#4682B4,0
37,17,7.43817,1.00545,1.00545,7.79242,0.996979,0.996979,7.63924,1.01751,1.01751,7.43817,0.989234,0.989234,0,All,#4682B4,0
37,18,8.36956,1.44743,1.44743,8.79221,1.39189,1.39189,8.60931,1.42203,1.42203,8.36956,1.50643,1.50643,0,All,#4682B4,0
37,19,9.41765,1.36678,1.36678,9.92028,1.38725,1.38725,9.7026,1.41898,1.41898,9.41765,1.31684,1.31684,0,All,#4682B4,0
37,20,10.5968,1.40789,1.40789,11.193,1.41951,1.41951,10.9346,1.45369,1.45369,10.5968,1.45665,1.45665,0,All,#4682B4,0
37,25,19.1146,1.00384,1.00384,20.4682,1.00526,1.00526,19.8792,1.03583,1.03583,19.1146,1.07171,1.07171,0,All,#4682B4,0
37,26,21.5082,1.19156,1.19156,23.0947,1.21665,1.21665,22.4039,1.255,1.255,21.5082,1.23102,1.23102,0,All,#4682B4,0
37,27,24.2019,0.893287,0.893287,26.0581,0.950886,0.950886,25.2492,0.982207,0.982207,24.2019,0.934494,0.934494,0,All,#4682B4,0
37,28,27.2321,0.952755,0.952755,29.401,0.925956,0.925956,28.4551,0.957629,0.957629,27.2321,1.01504,1.01504,0,All,#4682B4,0
37,32,43.6553,0.743099,0.743099,47.6515,0.678075,0.678075,45.9033,0.704921,0.704921,43.6553,0.807881,0.807881,0,All,#4682B4,0
37,33,49.1224,0.680391,0.680391,53.765,0.649415,0.649415,51.7326,0.675983,0.675983,49.1224,0.749856,0.749856,0,All,#4682B4,0
37,34,55.2726,0.641579,0.641579,60.663,0.643686,0.643686,58.3013,0.670849,0.670849,55.2726,0.721546,0.721546,0,All,#4682B4,0
38,11,3.66351,0.675429,0.675429,3.70626,0.763659,0.763659,3.70411,0.764118,0.764118,3.66351,0.657914,0.657914,0,All,#4682B4,0
38,12,4.12295,0.985638,0.985638,4.17546,1.01319,1.01319,4.17282,1.01385,1.01385,4.12295,1.05891,1.05891,0,All,#4682B4,0
38,13,4.63991,1.56079,1.56079,4.70396,1.54746,1.54746,4.70074,1.54854,1.54854,4.63991,1.55239,1.55239,0,All,#4682B4,0
38,14,5.22094,1.08678,1.08678,5.2986,1.1452,1.1452,5.29469,1.14606,1.14606,5.22094,1.04379,1.04379,0,All,#4682B4,0
38,17,7.43817,0.997842,0.997842,7.57274,1.0359,1.0359,7.56595,1.03686,1.03686,7.43817,0.968379,0.968379,0,All,#4682B4,0
38,18,8.36956,1.504,1.504,8.52997,1.40805,1.40805,8.52188,1.40942,1.40942,8.36956,1.51914,1.51914,0,All,#4682B4,0
38,19,9.41765,1.5142,1.5142,9.60826,1.48271,1.48271,9.59863,1.48422,1.48422,9.41765,1.51165,1.51165,0,All,#4682B4,0
38,20,10.5968,1.79449,1.79449,10.8227,1.74455,1.74455,10.8113,1.74642,1.74642,10.5968,1.87629,1.87629,0,All,#4682B4,0
38,25,19.1146,0.95058,0.95058,19.6253,0.963786,0.963786,19.5994,0.965093,0.965093,19.1146,1.05567,1.05567,0,All,#4682B4,0
38,26,21.5082,0.924097,0.924097,22.1063,0.968313,0.968313,22.0759,0.969679,0.969679,21.5082,1.02649,1.02649,0,All,#4682B4,0
38,27,24.2019,0.893568,0.893568,24.901,0.826977,0.826977,24.8656,0.828194,0.828194,24.2019,1,1,0,All,#4682B4,0
38,28,27.2321,0.53351,0.53351,28.0483,0.625611,0.625611,28.0069,0.626575,0.626575,27.2321,0.598068,0.598068,0,All,#4682B4,0
38,32,43.6553,0.488711,0.488711,45.154,0.567657,0.567657,45.0778,0.568661,0.568661,43.6553,0.577234,0.577234,0,All,#4682B4,0
38,33,49.1224,0.516673,0.516673,50.8621,0.536957,0.536957,50.7736,0.537939,0.537939,49.1224,0.571997,0.571997,0,All,#4682B4,0
38,34,55.2726,0.44716,0.44716,57.2906,0.503936,0.503936,57.188,0.504889,0.504889,55.2726,0.51859,0.51859,0,All,#4682B4,0
39,11,3.66351,0.331097,0.331097,3.45584,0.311857,0.311857,3.44806,0.312622,0.312622,3.66351,0.319624,0.319624,0,All,#4682B4,0
39,12,4.12295,0.488452,0.488452,3.86866,0.525659,0.525659,3.85915,0.52702,0.52702,4.12295,0.482713,0.482713,0,All,#4682B4,0
39,13,4.63991,0.339692,0.339692,4.33067,0.446495,0.446495,4.31914,0.447758,0.447758,4.63991,0.342458,0.342458,0,All,#4682B4,0
39,14,5.22094,0.50721,0.50721,4.8472,0.484049,0.484049,4.83331,0.485517,0.485517,5.22094,0.454138,0.454138,0,All,#4682B4,0
39,17,7.43817,0.754644,0.754644,6.79664,0.836675,0.836675,6.773,0.83969,0.83969,7.43817,0.751574,0.751574,0,All,#4682B4,0
39,18,8.36956,0.600155,0.600155,7.60726,0.725522,0.725522,7.57925,0.728303,0.728303,8.36956,0.643408,0.643408,0,All,#4682B4,0
39,19,9.41765,0.597709,0.597709,8.51463,0.699665,0.699665,8.48154,0.7025,0.7025,9.41765,0.601725,0.601725,0,All,#4682B4,0
40,11,3.66351,0.344672,0.344672,3.46135,0.377122,0.377122,3.48919,0.373899,0.373899,3.66351,0.288894,0.288894,0,All,#4682B4,0
40,12,4.12295,0.501445,0.501445,3.87539,0.517699,0.517699,3.9094,0.512961,0.512961,4.12295,0.563391,0.563391,0,All,#4682B4,0
40,13,4.63991,0.581391,0.581391,4.33883,0.59393,0.59393,4.3801,0.588081,0.588081,4.63991,0.616678,0.616678,0,All,#4682B4,0
40,14,5.22094,0.60574,0.60574,4.85704,0.674908,0.674908,4.90681,0.66779,0.66779,5.22094,0.621379,0.621379,0,All,#4682B4,0
40,17,7.43817,0.629198,0.629198,6.81341,0.775575,0.775575,6.89828,0.765703,0.765703,7.43817,0.61891,0.61891,0,All,#4682B4,0
40,18,8.36956,0.723136,0.723136,7.62713,0.782936,0.782936,7.72776,0.772391,0.772391,8.36956,0.76183,0.76183,0,All,#4682B4,0
40,19,9.41765,0.897583,0.897583,8.53811,0.972931,0.972931,8.65706,0.959194,0.959194,9.41765,0.913509,0.913509,0,All,#4682B4,0
41,11,3.66351,0.576121,0.576121,3.58038,0.56842,0.56842,3.54852,0.573765,0.573765,3.66351,0.523814,0.523814,0,All,#4682B4,0
41,12,4.12295,0.432977,0.432977,4.02099,0.462309,0.462309,3.98197,0.467103,0.467103,4.12295,0.390253,0.390253,0,All,#4682B4,0
41,13,4.63991,0.555723,0.555723,4.51573,0.579486,0.579486,4.46827,0.585926,0.585926,4.63991,0.53204,0.53204,0,All,#4682B4,0
